Fichier,ID_Paragraphe,Présence,1er Mot (Entrée),1er Mot (Sortie),Dernier Mot (Entrée),Dernier Mot (Sortie),Nb mots (Entrée),Nb mots (Sortie),Nb mots Identique,Nb balises (Entrée),Nb balises (Sortie),Nb balises Identique
semtags_2combiné_T2 clj. San Pedro_clean_updated_person_updated_place_corrSara.xml,p364,OK,10.34847/nkl.de90nzaf/0ac32d8bea2264ba84f892bc3a5eacbcebcf59e9,10.34847/nkl.de90nzaf/0ac32d8bea2264ba84f892bc3a5eacbcebcf59e9,10.34847/nkl.de90nzaf/0ac32d8bea2264ba84f892bc3a5eacbcebcf59e9,10.34847/nkl.de90nzaf/0ac32d8bea2264ba84f892bc3a5eacbcebcf59e9,1,1,Oui,1,1,Oui
semtags_2combiné_T2 clj. San Pedro_clean_updated_person_updated_place_corrSara.xml,p348,OK,CH_BO_04-4-,CH_BO_04-4-,CH_BO_04-4-,CH_BO_04-4-,1,1,Oui,1,1,Oui
semtags_2combiné_T2 clj. San Pedro_clean_updated_person_updated_place_corrSara.xml,p21,OK,CH_BO_01.,CH_BO_01.,449-451)..,449-451)..,27,27,Oui,4,4,Oui
semtags_2combiné_T2 clj. San Pedro_clean_updated_person_updated_place_corrSara.xml,p124,OK,Las,Las,años.,años.,39,39,Oui,1,1,Oui
semtags_2combiné_T2 clj. San Pedro_clean_updated_person_updated_place_corrSara.xml,p686,OK,https://api.nakala.fr/embed/10.34847/nkl.fdcfcx7f/262f5ba2db94b563aaf94622da2d2e8b482ea02e,https://api.nakala.fr/embed/10.34847/nkl.fdcfcx7f/262f5ba2db94b563aaf94622da2d2e8b482ea02e,https://api.nakala.fr/embed/10.34847/nkl.fdcfcx7f/262f5ba2db94b563aaf94622da2d2e8b482ea02e,https://api.nakala.fr/embed/10.34847/nkl.fdcfcx7f/262f5ba2db94b563aaf94622da2d2e8b482ea02e,1,1,Oui,1,1,Oui
semtags_2combiné_T2 clj. San Pedro_clean_updated_person_updated_place_corrSara.xml,p244,OK,OF,OF,356,356,2,2,Oui,1,1,Oui
semtags_2combiné_T2 clj. San Pedro_clean_updated_person_updated_place_corrSara.xml,p612,OK,(En,(En,bachiller,bachiller,10,10,Oui,5,5,Oui
semtags_2combiné_T2 clj. San Pedro_clean_updated_person_updated_place_corrSara.xml,p9,OK,Une,Une,1401.,1401.,16,16,Oui,6,6,Oui
semtags_2combiné_T2 clj. San Pedro_clean_updated_person_updated_place_corrSara.xml,p224,OK,Calle,Calle,CardenalCisneros14,CardenalCisneros14,2,2,Oui,4,4,Oui
semtags_2combiné_T2 clj. San Pedro_clean_updated_person_updated_place_corrSara.xml,p728,OK,En,En,apostolico.,apostolico.,192,192,Oui,3,3,Oui
semtags_2combiné_T2 clj. San Pedro_clean_updated_person_updated_place_corrSara.xml,p172,OK,©,©,J.Passini,J.Passini,2,2,Oui,1,1,Oui
semtags_2combiné_T2 clj. San Pedro_clean_updated_person_updated_place_corrSara.xml,p520,OK,https://api.nakala.fr/embed/10.34847/nkl.fafcn59z/0cf95b5c93e6d545ea0c5c996f3fa077fbef5e88,https://api.nakala.fr/embed/10.34847/nkl.fafcn59z/0cf95b5c93e6d545ea0c5c996f3fa077fbef5e88,https://api.nakala.fr/embed/10.34847/nkl.fafcn59z/0cf95b5c93e6d545ea0c5c996f3fa077fbef5e88,https://api.nakala.fr/embed/10.34847/nkl.fafcn59z/0cf95b5c93e6d545ea0c5c996f3fa077fbef5e88,1,1,Oui,1,1,Oui
semtags_2combiné_T2 clj. San Pedro_clean_updated_person_updated_place_corrSara.xml,p104,OK,CH_BO_01.,CH_BO_01.,v°..,v°..,49,49,Oui,17,17,Oui
semtags_2combiné_T2 clj. San Pedro_clean_updated_person_updated_place_corrSara.xml,p356,OK,©,©,J.Passini,J.Passini,2,2,Oui,1,1,Oui
semtags_2combiné_T2 clj. San Pedro_clean_updated_person_updated_place_corrSara.xml,p366,OK,CH_BO_04-10-,CH_BO_04-10-,CH_BO_04-10-,CH_BO_04-10-,1,1,Oui,1,1,Oui
semtags_2combiné_T2 clj. San Pedro_clean_updated_person_updated_place_corrSara.xml,p384,OK,CH_BO_04-16-,CH_BO_04-16-,CH_BO_04-16-,CH_BO_04-16-,1,1,Oui,1,1,Oui
semtags_2combiné_T2 clj. San Pedro_clean_updated_person_updated_place_corrSara.xml,p703,OK,CH_BO_09-10-18-,CH_BO_09-10-18-,CH_BO_09-10-18-,CH_BO_09-10-18-,1,1,Oui,1,1,Oui
semtags_2combiné_T2 clj. San Pedro_clean_updated_person_updated_place_corrSara.xml,p243,OK,(En,(En,carpintero.,carpintero.,12,12,Oui,7,7,Oui
semtags_2combiné_T2 clj. San Pedro_clean_updated_person_updated_place_corrSara.xml,p541,OK,En,En,apostolico.,apostolico.,564,564,Oui,1,1,Oui
semtags_2combiné_T2 clj. San Pedro_clean_updated_person_updated_place_corrSara.xml,p767,OK,©,©,J.Passini,J.Passini,2,2,Oui,1,1,Oui
semtags_2combiné_T2 clj. San Pedro_clean_updated_person_updated_place_corrSara.xml,p471,OK,CH_BO_06.,CH_BO_06.,r°..,r°..,141,141,Oui,34,34,Oui
semtags_2combiné_T2 clj. San Pedro_clean_updated_person_updated_place_corrSara.xml,p727,OK,OF,OF,356,356,2,2,Oui,1,1,Oui
semtags_2combiné_T2 clj. San Pedro_clean_updated_person_updated_place_corrSara.xml,p812,OK,CH_BO_11.,CH_BO_11.,r°..,r°..,49,49,Oui,13,13,Oui
semtags_2combiné_T2 clj. San Pedro_clean_updated_person_updated_place_corrSara.xml,p701,OK,https://api.nakala.fr/embed/10.34847/nkl.fdcfcx7f/04f413495ab5389388eb9e3aec40aabe4ab85b96,https://api.nakala.fr/embed/10.34847/nkl.fdcfcx7f/04f413495ab5389388eb9e3aec40aabe4ab85b96,https://api.nakala.fr/embed/10.34847/nkl.fdcfcx7f/04f413495ab5389388eb9e3aec40aabe4ab85b96,https://api.nakala.fr/embed/10.34847/nkl.fdcfcx7f/04f413495ab5389388eb9e3aec40aabe4ab85b96,1,1,Oui,1,1,Oui
semtags_2combiné_T2 clj. San Pedro_clean_updated_person_updated_place_corrSara.xml,p581,OK,",",",",Pedro,Pedro,5,5,Oui,2,2,Oui
semtags_2combiné_T2 clj. San Pedro_clean_updated_person_updated_place_corrSara.xml,p611,OK,(En,(En,bachiller.,bachiller.,19,19,Oui,8,8,Oui
semtags_2combiné_T2 clj. San Pedro_clean_updated_person_updated_place_corrSara.xml,p772,OK,La,La,covisa.,covisa.,19,19,Oui,1,1,Oui
semtags_2combiné_T2 clj. San Pedro_clean_updated_person_updated_place_corrSara.xml,p301,OK,Callejón,Callejón,9,9,5,5,Oui,2,2,Oui
semtags_2combiné_T2 clj. San Pedro_clean_updated_person_updated_place_corrSara.xml,p197,OK,CH_BO_02b.,CH_BO_02b.,v°..,v°..,45,45,Oui,12,12,Oui
semtags_2combiné_T2 clj. San Pedro_clean_updated_person_updated_place_corrSara.xml,p238,OK,OF,OF,356bis,356bis,2,2,Oui,1,1,Oui
semtags_2combiné_T2 clj. San Pedro_clean_updated_person_updated_place_corrSara.xml,p574,OK,(En,(En,capellan,capellan,10,10,Oui,5,5,Oui
semtags_2combiné_T2 clj. San Pedro_clean_updated_person_updated_place_corrSara.xml,p437,OK,CH_BO_05-7-,CH_BO_05-7-,CH_BO_05-7-,CH_BO_05-7-,1,1,Oui,1,1,Oui
semtags_2combiné_T2 clj. San Pedro_clean_updated_person_updated_place_corrSara.xml,p63,OK,CH_BO_01a-5-,CH_BO_01a-5-,CH_BO_01a-5-,CH_BO_01a-5-,1,1,Oui,1,1,Oui
semtags_2combiné_T2 clj. San Pedro_clean_updated_person_updated_place_corrSara.xml,p669,OK,©,©,J.Passini,J.Passini,2,2,Oui,1,1,Oui
semtags_2combiné_T2 clj. San Pedro_clean_updated_person_updated_place_corrSara.xml,p64,OK,nkl.07can176/fde9ce1619416bb7389944e67fd4b45192aee37410.34847/,nkl.07can176/fde9ce1619416bb7389944e67fd4b45192aee37410.34847/,nkl.07can176/fde9ce1619416bb7389944e67fd4b45192aee37410.34847/,nkl.07can176/fde9ce1619416bb7389944e67fd4b45192aee37410.34847/,1,1,Oui,2,2,Oui
semtags_2combiné_T2 clj. San Pedro_clean_updated_person_updated_place_corrSara.xml,p441,OK,https://api.nakala.fr/embed/10.34847/nkl.baa9h05c/ccbe16066b23ee9ae4c588a55cc5ca6b886eb5bc,https://api.nakala.fr/embed/10.34847/nkl.baa9h05c/ccbe16066b23ee9ae4c588a55cc5ca6b886eb5bc,https://api.nakala.fr/embed/10.34847/nkl.baa9h05c/ccbe16066b23ee9ae4c588a55cc5ca6b886eb5bc,https://api.nakala.fr/embed/10.34847/nkl.baa9h05c/ccbe16066b23ee9ae4c588a55cc5ca6b886eb5bc,1,1,Oui,1,1,Oui
semtags_2combiné_T2 clj. San Pedro_clean_updated_person_updated_place_corrSara.xml,p503,OK,©,©,J.Passini,J.Passini,2,2,Oui,1,1,Oui
semtags_2combiné_T2 clj. San Pedro_clean_updated_person_updated_place_corrSara.xml,,OK,Libro,Libro,medidas,medidas,3,3,Oui,1,1,Oui
semtags_2combiné_T2 clj. San Pedro_clean_updated_person_updated_place_corrSara.xml,p386,OK,©,©,J.Passini,J.Passini,2,2,Oui,1,1,Oui
semtags_2combiné_T2 clj. San Pedro_clean_updated_person_updated_place_corrSara.xml,p279,OK,CH_BO_03-2-,CH_BO_03-2-,CH_BO_03-2-,CH_BO_03-2-,1,1,Oui,1,1,Oui
semtags_2combiné_T2 clj. San Pedro_clean_updated_person_updated_place_corrSara.xml,p343,OK,https://api.nakala.fr/embed/10.34847/nkl.de90nzaf/07471f1d101895debf1c6fd63a0066ad04722243,https://api.nakala.fr/embed/10.34847/nkl.de90nzaf/07471f1d101895debf1c6fd63a0066ad04722243,https://api.nakala.fr/embed/10.34847/nkl.de90nzaf/07471f1d101895debf1c6fd63a0066ad04722243,https://api.nakala.fr/embed/10.34847/nkl.de90nzaf/07471f1d101895debf1c6fd63a0066ad04722243,1,1,Oui,1,1,Oui
semtags_2combiné_T2 clj. San Pedro_clean_updated_person_updated_place_corrSara.xml,p139,OK,CH_BO_02,CH_BO_02,CH_BO_02,CH_BO_02,1,1,Oui,1,1,Oui
semtags_2combiné_T2 clj. San Pedro_clean_updated_person_updated_place_corrSara.xml,p858,OK,CH_BO_12.,CH_BO_12.,cornados..,cornados..,58,58,Oui,13,13,Oui
semtags_2combiné_T2 clj. San Pedro_clean_updated_person_updated_place_corrSara.xml,p550,OK,CH_BO_07.,CH_BO_07.,v°..,v°..,38,38,Oui,11,11,Oui
semtags_2combiné_T2 clj. San Pedro_clean_updated_person_updated_place_corrSara.xml,p587,OK,CH_BO_08.,CH_BO_08.,r°..,r°..,42,42,Oui,14,13,Non
semtags_2combiné_T2 clj. San Pedro_clean_updated_person_updated_place_corrSara.xml,p381,OK,CH_BO_04-15-,CH_BO_04-15-,CH_BO_04-15-,CH_BO_04-15-,1,1,Oui,1,1,Oui
semtags_2combiné_T2 clj. San Pedro_clean_updated_person_updated_place_corrSara.xml,p841,OK,En,En,apostolico.,apostolico.,154,154,Oui,1,1,Oui
semtags_2combiné_T2 clj. San Pedro_clean_updated_person_updated_place_corrSara.xml,p530,OK,©,©,J.Passini,J.Passini,2,2,Oui,1,1,Oui
semtags_2combiné_T2 clj. San Pedro_clean_updated_person_updated_place_corrSara.xml,p168,OK,https://api.nakala.fr/embed/10.34847/nkl.d0e5a20b/a14f5bba2d5d26dc92ec20c95101837ae22e2861,https://api.nakala.fr/embed/10.34847/nkl.d0e5a20b/a14f5bba2d5d26dc92ec20c95101837ae22e2861,https://api.nakala.fr/embed/10.34847/nkl.d0e5a20b/a14f5bba2d5d26dc92ec20c95101837ae22e2861,https://api.nakala.fr/embed/10.34847/nkl.d0e5a20b/a14f5bba2d5d26dc92ec20c95101837ae22e2861,1,1,Oui,1,1,Oui
semtags_2combiné_T2 clj. San Pedro_clean_updated_person_updated_place_corrSara.xml,p138,OK,De,De,apostolico.,apostolico.,23,23,Oui,1,1,Oui
semtags_2combiné_T2 clj. San Pedro_clean_updated_person_updated_place_corrSara.xml,p840,OK,Alfon,Alfon,Gines,Gines,6,6,Oui,2,2,Oui
semtags_2combiné_T2 clj. San Pedro_clean_updated_person_updated_place_corrSara.xml,p419,OK,CH_BO_05-1-,CH_BO_05-1-,CH_BO_05-1-,CH_BO_05-1-,1,1,Oui,1,1,Oui
semtags_2combiné_T2 clj. San Pedro_clean_updated_person_updated_place_corrSara.xml,p76,OK,10.34847/nkl.07can176/95baee9d916f25816ff7c3c2b455974a254fe1dd,10.34847/nkl.07can176/95baee9d916f25816ff7c3c2b455974a254fe1dd,10.34847/nkl.07can176/95baee9d916f25816ff7c3c2b455974a254fe1dd,10.34847/nkl.07can176/95baee9d916f25816ff7c3c2b455974a254fe1dd,1,1,Oui,2,1,Non
semtags_2combiné_T2 clj. San Pedro_clean_updated_person_updated_place_corrSara.xml,p367,OK,https://api.nakala.fr/embed/10.34847/nkl.de90nzaf/855fa3b924da455d40f7b62726632c79ca919d79,https://api.nakala.fr/embed/10.34847/nkl.de90nzaf/855fa3b924da455d40f7b62726632c79ca919d79,https://api.nakala.fr/embed/10.34847/nkl.de90nzaf/855fa3b924da455d40f7b62726632c79ca919d79,https://api.nakala.fr/embed/10.34847/nkl.de90nzaf/855fa3b924da455d40f7b62726632c79ca919d79,1,1,Oui,1,1,Oui
semtags_2combiné_T2 clj. San Pedro_clean_updated_person_updated_place_corrSara.xml,p599,OK,CH_BO_08.,CH_BO_08.,r°..,r°..,35,35,Oui,11,11,Oui
semtags_2combiné_T2 clj. San Pedro_clean_updated_person_updated_place_corrSara.xml,p607,OK,OF,OF,356bis,356bis,2,2,Oui,1,1,Oui
semtags_2combiné_T2 clj. San Pedro_clean_updated_person_updated_place_corrSara.xml,p617,OK,CH_BO_09.,CH_BO_09.,1427..,1427..,43,43,Oui,8,8,Oui
semtags_2combiné_T2 clj. San Pedro_clean_updated_person_updated_place_corrSara.xml,p282,OK,CH_BO_03-3-,CH_BO_03-3-,CH_BO_03-3-,CH_BO_03-3-,1,1,Oui,1,1,Oui
semtags_2combiné_T2 clj. San Pedro_clean_updated_person_updated_place_corrSara.xml,p606,OK,©,©,J.Passini,J.Passini,2,2,Oui,1,1,Oui
semtags_2combiné_T2 clj. San Pedro_clean_updated_person_updated_place_corrSara.xml,p569,OK,©,©,J.Passini,J.Passini,2,2,Oui,1,1,Oui
semtags_2combiné_T2 clj. San Pedro_clean_updated_person_updated_place_corrSara.xml,p775,OK,(En,(En,1492),1492),26,26,Oui,9,9,Oui
semtags_2combiné_T2 clj. San Pedro_clean_updated_person_updated_place_corrSara.xml,p393,OK,OF,OF,356bis,356bis,2,2,Oui,1,1,Oui
semtags_2combiné_T2 clj. San Pedro_clean_updated_person_updated_place_corrSara.xml,p266,OK,CH_BO_03.,CH_BO_03.,v°.,v°.,81,81,Oui,21,21,Oui
semtags_2combiné_T2 clj. San Pedro_clean_updated_person_updated_place_corrSara.xml,p716,OK,(En,(En,maldonado.,maldonado.,13,13,Oui,7,7,Oui
semtags_2combiné_T2 clj. San Pedro_clean_updated_person_updated_place_corrSara.xml,p677,OK,https://api.nakala.fr/embed/10.34847/nkl.fdcfcx7f/a5def91245a0eef88e792565b8b2a1bf677ae39a,https://api.nakala.fr/embed/10.34847/nkl.fdcfcx7f/a5def91245a0eef88e792565b8b2a1bf677ae39a,https://api.nakala.fr/embed/10.34847/nkl.fdcfcx7f/a5def91245a0eef88e792565b8b2a1bf677ae39a,https://api.nakala.fr/embed/10.34847/nkl.fdcfcx7f/a5def91245a0eef88e792565b8b2a1bf677ae39a,1,1,Oui,1,1,Oui
semtags_2combiné_T2 clj. San Pedro_clean_updated_person_updated_place_corrSara.xml,p879,OK,(firmado),(firmado),notario.,notario.,6,6,Oui,1,1,Oui
semtags_2combiné_T2 clj. San Pedro_clean_updated_person_updated_place_corrSara.xml,p881,OK,(En,(En,1492),1492),20,20,Oui,6,6,Oui
semtags_2combiné_T2 clj. San Pedro_clean_updated_person_updated_place_corrSara.xml,p25,OK,CH_BO_01.,CH_BO_01.,v°..,v°..,57,57,Oui,11,11,Oui
semtags_2combiné_T2 clj. San Pedro_clean_updated_person_updated_place_corrSara.xml,p711,OK,(firmado),(firmado),notario.,notario.,6,6,Oui,1,1,Oui
semtags_2combiné_T2 clj. San Pedro_clean_updated_person_updated_place_corrSara.xml,p74,OK,©,©,J.Passini,J.Passini,2,2,Oui,1,1,Oui
semtags_2combiné_T2 clj. San Pedro_clean_updated_person_updated_place_corrSara.xml,p292,OK,Imagen,Imagen,eglesia,eglesia,9,9,Oui,1,1,Oui
semtags_2combiné_T2 clj. San Pedro_clean_updated_person_updated_place_corrSara.xml,p208,OK,https://api.nakala.fr/embed/10.34847/nkl.d3f4hp3v/47d845ab39b84e4cfaa4057a7c289e16c1385f35,https://api.nakala.fr/embed/10.34847/nkl.d3f4hp3v/47d845ab39b84e4cfaa4057a7c289e16c1385f35,https://api.nakala.fr/embed/10.34847/nkl.d3f4hp3v/47d845ab39b84e4cfaa4057a7c289e16c1385f35,https://api.nakala.fr/embed/10.34847/nkl.d3f4hp3v/47d845ab39b84e4cfaa4057a7c289e16c1385f35,1,1,Oui,1,1,Oui
semtags_2combiné_T2 clj. San Pedro_clean_updated_person_updated_place_corrSara.xml,p201,OK,CH_BO_02b-2-,CH_BO_02b-2-,CH_BO_02b-2-,CH_BO_02b-2-,1,1,Oui,1,1,Oui
semtags_2combiné_T2 clj. San Pedro_clean_updated_person_updated_place_corrSara.xml,p361,OK,https://api.nakala.fr/embed/10.34847/nkl.de90nzaf/1f783c82f4d972106d924dcca70fffd18a60ff64,https://api.nakala.fr/embed/10.34847/nkl.de90nzaf/1f783c82f4d972106d924dcca70fffd18a60ff64,https://api.nakala.fr/embed/10.34847/nkl.de90nzaf/1f783c82f4d972106d924dcca70fffd18a60ff64,https://api.nakala.fr/embed/10.34847/nkl.de90nzaf/1f783c82f4d972106d924dcca70fffd18a60ff64,1,1,Oui,1,1,Oui
semtags_2combiné_T2 clj. San Pedro_clean_updated_person_updated_place_corrSara.xml,p371,OK,©,©,J.Passini,J.Passini,2,2,Oui,1,1,Oui
semtags_2combiné_T2 clj. San Pedro_clean_updated_person_updated_place_corrSara.xml,p591,OK,CH_BO_08.,CH_BO_08.,r°..,r°..,40,40,Oui,14,14,Oui
semtags_2combiné_T2 clj. San Pedro_clean_updated_person_updated_place_corrSara.xml,p688,OK,CH_BO_09-10-13-,CH_BO_09-10-13-,CH_BO_09-10-13-,CH_BO_09-10-13-,1,1,Oui,1,1,Oui
semtags_2combiné_T2 clj. San Pedro_clean_updated_person_updated_place_corrSara.xml,p396,OK,(firmado),(firmado),notario.,notario.,6,6,Oui,1,1,Oui
semtags_2combiné_T2 clj. San Pedro_clean_updated_person_updated_place_corrSara.xml,p20,OK,",",",",N°4.,N°4.,5,5,Oui,2,2,Oui
semtags_2combiné_T2 clj. San Pedro_clean_updated_person_updated_place_corrSara.xml,p278,OK,©,©,J.Passini,J.Passini,2,2,Oui,1,1,Oui
semtags_2combiné_T2 clj. San Pedro_clean_updated_person_updated_place_corrSara.xml,p571,OK,Las,Las,años.,años.,35,35,Oui,1,1,Oui
semtags_2combiné_T2 clj. San Pedro_clean_updated_person_updated_place_corrSara.xml,p23,OK,CH_BO_01.,CH_BO_01.,v°..,v°..,61,61,Oui,14,14,Oui
semtags_2combiné_T2 clj. San Pedro_clean_updated_person_updated_place_corrSara.xml,p849,OK,CH_BO_12.,CH_BO_12.,obra.,obra.,72,72,Oui,22,22,Oui
semtags_2combiné_T2 clj. San Pedro_clean_updated_person_updated_place_corrSara.xml,p180,OK,OF,OF,356,356,2,2,Oui,1,1,Oui
semtags_2combiné_T2 clj. San Pedro_clean_updated_person_updated_place_corrSara.xml,p526,OK,https://api.nakala.fr/embed/10.34847/nkl.fafcn59z/a03b0c679e4620ac2b2a122465d76eda1755ab10,https://api.nakala.fr/embed/10.34847/nkl.fafcn59z/a03b0c679e4620ac2b2a122465d76eda1755ab10,https://api.nakala.fr/embed/10.34847/nkl.fafcn59z/a03b0c679e4620ac2b2a122465d76eda1755ab10,https://api.nakala.fr/embed/10.34847/nkl.fafcn59z/a03b0c679e4620ac2b2a122465d76eda1755ab10,1,1,Oui,1,1,Oui
semtags_2combiné_T2 clj. San Pedro_clean_updated_person_updated_place_corrSara.xml,p360,OK,CH_BO_04-8-,CH_BO_04-8-,CH_BO_04-8-,CH_BO_04-8-,1,1,Oui,1,1,Oui
semtags_2combiné_T2 clj. San Pedro_clean_updated_person_updated_place_corrSara.xml,p825,OK,©,©,J.Passini,J.Passini,2,2,Oui,1,1,Oui
semtags_2combiné_T2 clj. San Pedro_clean_updated_person_updated_place_corrSara.xml,p137,OK,fallose,fallose,chiminea.,chiminea.,185,185,Oui,1,1,Oui
semtags_2combiné_T2 clj. San Pedro_clean_updated_person_updated_place_corrSara.xml,p54,OK,CH_BO_01a-1-,CH_BO_01a-1-,CH_BO_01a-1-,CH_BO_01a-1-,1,1,Oui,1,1,Oui
semtags_2combiné_T2 clj. San Pedro_clean_updated_person_updated_place_corrSara.xml,p515,OK,©,©,J.Passini,J.Passini,2,2,Oui,1,1,Oui
semtags_2combiné_T2 clj. San Pedro_clean_updated_person_updated_place_corrSara.xml,p430,OK,©,©,J.Passini,J.Passini,2,2,Oui,1,1,Oui
semtags_2combiné_T2 clj. San Pedro_clean_updated_person_updated_place_corrSara.xml,p446,OK,(firmado),(firmado),notario.,notario.,7,7,Oui,1,1,Oui
semtags_2combiné_T2 clj. San Pedro_clean_updated_person_updated_place_corrSara.xml,p697,OK,CH_BO_09-10-16-,CH_BO_09-10-16-,CH_BO_09-10-16-,CH_BO_09-10-16-,1,1,Oui,1,1,Oui
semtags_2combiné_T2 clj. San Pedro_clean_updated_person_updated_place_corrSara.xml,p718,OK,[côté,[côté,iglesia.,iglesia.,43,43,Oui,5,5,Oui
semtags_2combiné_T2 clj. San Pedro_clean_updated_person_updated_place_corrSara.xml,p726,OK,(En,(En,maldonado.,maldonado.,9,9,Oui,7,7,Oui
semtags_2combiné_T2 clj. San Pedro_clean_updated_person_updated_place_corrSara.xml,p427,OK,©,©,J.Passini,J.Passini,2,2,Oui,1,1,Oui
semtags_2combiné_T2 clj. San Pedro_clean_updated_person_updated_place_corrSara.xml,p595,OK,CH_BO_08.,CH_BO_08.,v°..,v°..,71,71,Oui,24,24,Oui
semtags_2combiné_T2 clj. San Pedro_clean_updated_person_updated_place_corrSara.xml,p112,OK,©,©,J.Passini,J.Passini,2,2,Oui,1,1,Oui
semtags_2combiné_T2 clj. San Pedro_clean_updated_person_updated_place_corrSara.xml,p106,OK,CH_BO_01a.,CH_BO_01a.,r°-v°..,r°-v°..,68,68,Oui,16,16,Oui
semtags_2combiné_T2 clj. San Pedro_clean_updated_person_updated_place_corrSara.xml,p537,OK,(En,(En,castañeda,castañeda,10,10,Oui,5,5,Oui
semtags_2combiné_T2 clj. San Pedro_clean_updated_person_updated_place_corrSara.xml,p826,OK,CH_BO_11-2-,CH_BO_11-2-,CH_BO_11-2-,CH_BO_11-2-,1,1,Oui,1,1,Oui
semtags_2combiné_T2 clj. San Pedro_clean_updated_person_updated_place_corrSara.xml,p500,OK,©,©,J.Passini,J.Passini,2,2,Oui,1,1,Oui
semtags_2combiné_T2 clj. San Pedro_clean_updated_person_updated_place_corrSara.xml,p610,OK,(firmado),(firmado),notario.,notario.,6,6,Oui,1,1,Oui
semtags_2combiné_T2 clj. San Pedro_clean_updated_person_updated_place_corrSara.xml,p84,OK,CH_BO_01a-12-,CH_BO_01a-12-,CH_BO_01a-12-,CH_BO_01a-12-,1,1,Oui,1,1,Oui
semtags_2combiné_T2 clj. San Pedro_clean_updated_person_updated_place_corrSara.xml,p582,OK,CH_BO_08,CH_BO_08,.,.,85,85,Oui,25,25,Oui
semtags_2combiné_T2 clj. San Pedro_clean_updated_person_updated_place_corrSara.xml,p717,OK,OF,OF,356,356,2,2,Oui,1,1,Oui
semtags_2combiné_T2 clj. San Pedro_clean_updated_person_updated_place_corrSara.xml,p724,OK,(firmado),(firmado),notario.,notario.,6,6,Oui,1,1,Oui
semtags_2combiné_T2 clj. San Pedro_clean_updated_person_updated_place_corrSara.xml,p362,OK,©,©,J.Passini,J.Passini,2,2,Oui,1,1,Oui
semtags_2combiné_T2 clj. San Pedro_clean_updated_person_updated_place_corrSara.xml,p86,OK,©,©,J.Passini,J.Passini,2,2,Oui,1,1,Oui
