Fichier,ID_Paragraphe,Présence,1er Mot (Entrée),1er Mot (Sortie),Dernier Mot (Entrée),Dernier Mot (Sortie),Nb mots (Entrée),Nb mots (Sortie),Nb mots Identique,Nb balises (Entrée),Nb balises (Sortie),Nb balises Identique
semtags_2combiné_T2 clj. San Pedro_clean_updated_person_updated_place_corrSara.xml,p236,OK,https://api.nakala.fr/embed/10.34847/nkl.eddfo1wb/2a0bcd2d9190f600d7bdf1a07598f2b0e6feacca,https://api.nakala.fr/embed/10.34847/nkl.eddfo1wb/2a0bcd2d9190f600d7bdf1a07598f2b0e6feacca,https://api.nakala.fr/embed/10.34847/nkl.eddfo1wb/2a0bcd2d9190f600d7bdf1a07598f2b0e6feacca,https://api.nakala.fr/embed/10.34847/nkl.eddfo1wb/2a0bcd2d9190f600d7bdf1a07598f2b0e6feacca,1,1,Oui,1,1,Oui
semtags_2combiné_T2 clj. San Pedro_clean_updated_person_updated_place_corrSara.xml,p405,OK,CH_BO_05,CH_BO_05,v°..,v°..,109,109,Oui,32,32,Oui
semtags_2combiné_T2 clj. San Pedro_clean_updated_person_updated_place_corrSara.xml,p676,OK,CH_BO_09-10-7-,CH_BO_09-10-7-,CH_BO_09-10-7-,CH_BO_09-10-7-,1,1,Oui,1,1,Oui
semtags_2combiné_T2 clj. San Pedro_clean_updated_person_updated_place_corrSara.xml,p640,OK,CH_BO_09+,CH_BO_09+,v°..,v°..,49,49,Oui,16,16,Oui
semtags_2combiné_T2 clj. San Pedro_clean_updated_person_updated_place_corrSara.xml,p115,OK,©,©,J.Passini,J.Passini,2,2,Oui,1,1,Oui
semtags_2combiné_T2 clj. San Pedro_clean_updated_person_updated_place_corrSara.xml,p173,OK,OF,OF,356bis,356bis,2,2,Oui,1,1,Oui
semtags_2combiné_T2 clj. San Pedro_clean_updated_person_updated_place_corrSara.xml,p491,OK,©,©,J.Passini,J.Passini,2,2,Oui,1,1,Oui
semtags_2combiné_T2 clj. San Pedro_clean_updated_person_updated_place_corrSara.xml,p731,OK,CH_AO_10.,CH_AO_10.,documentation.,documentation.,80,80,Oui,10,10,Oui
semtags_2combiné_T2 clj. San Pedro_clean_updated_person_updated_place_corrSara.xml,p575,OK,OF,OF,356,356,2,2,Oui,1,1,Oui
semtags_2combiné_T2 clj. San Pedro_clean_updated_person_updated_place_corrSara.xml,p202,OK,https://api.nakala.fr/embed/10.34847/nkl.d3f4hp3v/8eee2ae19a8d786b927844994ddfc30311a38fb4,https://api.nakala.fr/embed/10.34847/nkl.d3f4hp3v/8eee2ae19a8d786b927844994ddfc30311a38fb4,https://api.nakala.fr/embed/10.34847/nkl.d3f4hp3v/8eee2ae19a8d786b927844994ddfc30311a38fb4,https://api.nakala.fr/embed/10.34847/nkl.d3f4hp3v/8eee2ae19a8d786b927844994ddfc30311a38fb4,1,1,Oui,1,1,Oui
semtags_2combiné_T2 clj. San Pedro_clean_updated_person_updated_place_corrSara.xml,p481,OK,CH_BO_06a.,CH_BO_06a.,v°..,v°..,119,119,Oui,34,34,Oui
semtags_2combiné_T2 clj. San Pedro_clean_updated_person_updated_place_corrSara.xml,p771,OK,OF,OF,356bis,356bis,2,2,Oui,1,1,Oui
semtags_2combiné_T2 clj. San Pedro_clean_updated_person_updated_place_corrSara.xml,p403,OK,CH_BO_05,CH_BO_05,CH_BO_05,CH_BO_05,1,1,Oui,1,1,Oui
semtags_2combiné_T2 clj. San Pedro_clean_updated_person_updated_place_corrSara.xml,p250,OK,"5,","5,","3,","3,",6,6,Oui,2,2,Oui
semtags_2combiné_T2 clj. San Pedro_clean_updated_person_updated_place_corrSara.xml,p19,OK,CH_BO_01,CH_BO_01,CH_BO_01,CH_BO_01,1,1,Oui,1,1,Oui
semtags_2combiné_T2 clj. San Pedro_clean_updated_person_updated_place_corrSara.xml,p687,OK,©,©,J.Passini,J.Passini,2,2,Oui,1,1,Oui
semtags_2combiné_T2 clj. San Pedro_clean_updated_person_updated_place_corrSara.xml,p177,OK,Testigos,Testigos,capellan.,capellan.,8,8,Oui,2,2,Oui
semtags_2combiné_T2 clj. San Pedro_clean_updated_person_updated_place_corrSara.xml,p363,OK,CH_BO_04-9-,CH_BO_04-9-,CH_BO_04-9-,CH_BO_04-9-,1,1,Oui,1,1,Oui
semtags_2combiné_T2 clj. San Pedro_clean_updated_person_updated_place_corrSara.xml,p257,OK,CH_BO_03+,CH_BO_03+,v°.,v°.,44,44,Oui,11,11,Oui
semtags_2combiné_T2 clj. San Pedro_clean_updated_person_updated_place_corrSara.xml,p602,OK,https://api.nakala.fr/embed/10.34847/nkl.f0dcqd75/9d72b4bb4dc0b71fd48b4a004fed5f8f01c094ed,https://api.nakala.fr/embed/10.34847/nkl.f0dcqd75/9d72b4bb4dc0b71fd48b4a004fed5f8f01c094ed,https://api.nakala.fr/embed/10.34847/nkl.f0dcqd75/9d72b4bb4dc0b71fd48b4a004fed5f8f01c094ed,https://api.nakala.fr/embed/10.34847/nkl.f0dcqd75/9d72b4bb4dc0b71fd48b4a004fed5f8f01c094ed,1,1,Oui,1,1,Oui
semtags_2combiné_T2 clj. San Pedro_clean_updated_person_updated_place_corrSara.xml,p331,OK,CH_BO_04.,CH_BO_04.,r°..,r°..,66,66,Oui,17,17,Oui
semtags_2combiné_T2 clj. San Pedro_clean_updated_person_updated_place_corrSara.xml,p614,OK,Las,Las,iglesia.,iglesia.,39,39,Oui,5,5,Oui
semtags_2combiné_T2 clj. San Pedro_clean_updated_person_updated_place_corrSara.xml,p623,OK,CH_BO_09.,CH_BO_09.,v°..,v°..,47,47,Oui,11,11,Oui
semtags_2combiné_T2 clj. San Pedro_clean_updated_person_updated_place_corrSara.xml,p90,OK,CH_BO_01a-15-,CH_BO_01a-15-,CH_BO_01a-15-,CH_BO_01a-15-,1,1,Oui,1,1,Oui
semtags_2combiné_T2 clj. San Pedro_clean_updated_person_updated_place_corrSara.xml,p698,OK,https://api.nakala.fr/embed/10.34847/nkl.fdcfcx7f/63ab4e2334250fc82838d9d72d4ecb56369499f2,https://api.nakala.fr/embed/10.34847/nkl.fdcfcx7f/63ab4e2334250fc82838d9d72d4ecb56369499f2,https://api.nakala.fr/embed/10.34847/nkl.fdcfcx7f/63ab4e2334250fc82838d9d72d4ecb56369499f2,https://api.nakala.fr/embed/10.34847/nkl.fdcfcx7f/63ab4e2334250fc82838d9d72d4ecb56369499f2,1,1,Oui,1,1,Oui
semtags_2combiné_T2 clj. San Pedro_clean_updated_person_updated_place_corrSara.xml,p147,OK,CH_BO_02.,CH_BO_02.,r°..,r°..,66,66,Oui,19,19,Oui
semtags_2combiné_T2 clj. San Pedro_clean_updated_person_updated_place_corrSara.xml,p149,OK,CH_BO_02.,CH_BO_02.,v°.,v°.,65,65,Oui,14,14,Oui
semtags_2combiné_T2 clj. San Pedro_clean_updated_person_updated_place_corrSara.xml,p654,OK,CH_BO_10.,CH_BO_10.,v°..,v°..,57,57,Oui,16,16,Oui
semtags_2combiné_T2 clj. San Pedro_clean_updated_person_updated_place_corrSara.xml,p558,OK,CH_BO_07.,CH_BO_07.,.,.,46,46,Oui,15,15,Oui
semtags_2combiné_T2 clj. San Pedro_clean_updated_person_updated_place_corrSara.xml,p134,OK,OF,OF,356,356,2,2,Oui,1,1,Oui
semtags_2combiné_T2 clj. San Pedro_clean_updated_person_updated_place_corrSara.xml,p52,OK,CH_BO_01.,CH_BO_01.,v°..,v°..,51,51,Oui,17,16,Non
semtags_2combiné_T2 clj. San Pedro_clean_updated_person_updated_place_corrSara.xml,p216,OK,Las,Las,38.,38.,30,30,Oui,1,1,Oui
semtags_2combiné_T2 clj. San Pedro_clean_updated_person_updated_place_corrSara.xml,p392,OK,©,©,J.Passini,J.Passini,2,2,Oui,1,1,Oui
semtags_2combiné_T2 clj. San Pedro_clean_updated_person_updated_place_corrSara.xml,p730,OK,",",",",Cisneros,Cisneros,5,5,Oui,2,2,Oui
semtags_2combiné_T2 clj. San Pedro_clean_updated_person_updated_place_corrSara.xml,p820,OK,CH_BO_11.,CH_BO_11.,v°..,v°..,54,54,Oui,13,12,Non
semtags_2combiné_T2 clj. San Pedro_clean_updated_person_updated_place_corrSara.xml,p311,OK,CH_BO_04+,CH_BO_04+,v°..,v°..,83,83,Oui,21,21,Oui
semtags_2combiné_T2 clj. San Pedro_clean_updated_person_updated_place_corrSara.xml,p493,OK,https://api.nakala.fr/embed/10.34847/nkl.fafcn59z/d8a3f0595f85a2b1f7706e92d4856922619f1338,https://api.nakala.fr/embed/10.34847/nkl.fafcn59z/d8a3f0595f85a2b1f7706e92d4856922619f1338,https://api.nakala.fr/embed/10.34847/nkl.fafcn59z/d8a3f0595f85a2b1f7706e92d4856922619f1338,https://api.nakala.fr/embed/10.34847/nkl.fafcn59z/d8a3f0595f85a2b1f7706e92d4856922619f1338,1,1,Oui,1,1,Oui
semtags_2combiné_T2 clj. San Pedro_clean_updated_person_updated_place_corrSara.xml,p585,OK,CH_BO_08.,CH_BO_08.,Vacabachiller..,Vacabachiller..,40,40,Oui,11,11,Oui
semtags_2combiné_T2 clj. San Pedro_clean_updated_person_updated_place_corrSara.xml,p12,OK,CH_BO_00.,CH_BO_00.,r°..,r°..,97,97,Oui,27,27,Oui
semtags_2combiné_T2 clj. San Pedro_clean_updated_person_updated_place_corrSara.xml,p448,OK,(En,(En,valençiano,valençiano,9,9,Oui,5,5,Oui
semtags_2combiné_T2 clj. San Pedro_clean_updated_person_updated_place_corrSara.xml,p377,OK,©,©,J.Passini,J.Passini,2,2,Oui,1,1,Oui
semtags_2combiné_T2 clj. San Pedro_clean_updated_person_updated_place_corrSara.xml,p499,OK,https://api.nakala.fr/embed/10.34847/nkl.fafcn59z/38e11538f501a37155f9b10924f8c10ae39450f8,https://api.nakala.fr/embed/10.34847/nkl.fafcn59z/38e11538f501a37155f9b10924f8c10ae39450f8,https://api.nakala.fr/embed/10.34847/nkl.fafcn59z/38e11538f501a37155f9b10924f8c10ae39450f8,https://api.nakala.fr/embed/10.34847/nkl.fafcn59z/38e11538f501a37155f9b10924f8c10ae39450f8,1,1,Oui,1,1,Oui
semtags_2combiné_T2 clj. San Pedro_clean_updated_person_updated_place_corrSara.xml,p6,OK,Le,Le,GómezGudiel.,GómezGudiel.,53,53,Oui,18,18,Oui
semtags_2combiné_T2 clj. San Pedro_clean_updated_person_updated_place_corrSara.xml,p233,OK,https://api.nakala.fr/embed/10.34847/nkl.eddfo1wb/db6a2c1afc0d035adb3497a7fb9c38de00556adb,https://api.nakala.fr/embed/10.34847/nkl.eddfo1wb/db6a2c1afc0d035adb3497a7fb9c38de00556adb,https://api.nakala.fr/embed/10.34847/nkl.eddfo1wb/db6a2c1afc0d035adb3497a7fb9c38de00556adb,https://api.nakala.fr/embed/10.34847/nkl.eddfo1wb/db6a2c1afc0d035adb3497a7fb9c38de00556adb,1,1,Oui,1,1,Oui
semtags_2combiné_T2 clj. San Pedro_clean_updated_person_updated_place_corrSara.xml,p121,OK,©,©,J.Passini,J.Passini,2,2,Oui,1,1,Oui
semtags_2combiné_T2 clj. San Pedro_clean_updated_person_updated_place_corrSara.xml,p4,OK,Le,Le,E.7.K.1.1a..,E.7.K.1.1a..,75,75,Oui,15,15,Oui
semtags_2combiné_T2 clj. San Pedro_clean_updated_person_updated_place_corrSara.xml,p382,OK,https://api.nakala.fr/embed/10.34847/nkl.de90nzaf/4eda2f8dce8e3e3270c231b16e3a5d067bd29d72,https://api.nakala.fr/embed/10.34847/nkl.de90nzaf/4eda2f8dce8e3e3270c231b16e3a5d067bd29d72,https://api.nakala.fr/embed/10.34847/nkl.de90nzaf/4eda2f8dce8e3e3270c231b16e3a5d067bd29d72,https://api.nakala.fr/embed/10.34847/nkl.de90nzaf/4eda2f8dce8e3e3270c231b16e3a5d067bd29d72,1,1,Oui,1,1,Oui
semtags_2combiné_T2 clj. San Pedro_clean_updated_person_updated_place_corrSara.xml,p570,OK,OF,OF,356bis,356bis,2,2,Oui,1,1,Oui
semtags_2combiné_T2 clj. San Pedro_clean_updated_person_updated_place_corrSara.xml,p188,OK,CH_BO_02b.,CH_BO_02b.,Alvares.,Alvares.,49,49,Oui,13,13,Oui
semtags_2combiné_T2 clj. San Pedro_clean_updated_person_updated_place_corrSara.xml,p93,OK,CH_BO_01a-16-,CH_BO_01a-16-,CH_BO_01a-16-,CH_BO_01a-16-,1,1,Oui,1,1,Oui
semtags_2combiné_T2 clj. San Pedro_clean_updated_person_updated_place_corrSara.xml,p117,OK,©,©,J.Passini,J.Passini,2,2,Oui,1,1,Oui
semtags_2combiné_T2 clj. San Pedro_clean_updated_person_updated_place_corrSara.xml,p464,OK,CH_BO_06.,CH_BO_06.,racionero.,racionero.,73,73,Oui,23,23,Oui
semtags_2combiné_T2 clj. San Pedro_clean_updated_person_updated_place_corrSara.xml,p164,OK,CH_BO_02a-1-,CH_BO_02a-1-,CH_BO_02a-1-,CH_BO_02a-1-,1,1,Oui,1,1,Oui
semtags_2combiné_T2 clj. San Pedro_clean_updated_person_updated_place_corrSara.xml,p219,OK,CH_BO_02b_1492,CH_BO_02b_1492,CH_BO_02b_1492,CH_BO_02b_1492,1,1,Oui,1,1,Oui
semtags_2combiné_T2 clj. San Pedro_clean_updated_person_updated_place_corrSara.xml,p492,OK,CH_BO_06-2-,CH_BO_06-2-,CH_BO_06-2-,CH_BO_06-2-,1,1,Oui,1,1,Oui
semtags_2combiné_T2 clj. San Pedro_clean_updated_person_updated_place_corrSara.xml,p604,OK,CH_BO_08-2-,CH_BO_08-2-,CH_BO_08-2-,CH_BO_08-2-,1,1,Oui,1,1,Oui
semtags_2combiné_T2 clj. San Pedro_clean_updated_person_updated_place_corrSara.xml,p877,OK,Las,Las,Años.,Años.,39,39,Oui,1,1,Oui
semtags_2combiné_T2 clj. San Pedro_clean_updated_person_updated_place_corrSara.xml,p108,OK,CH_BO_01,CH_BO_01,motifs.,motifs.,70,70,Oui,15,15,Oui
semtags_2combiné_T2 clj. San Pedro_clean_updated_person_updated_place_corrSara.xml,p485,OK,CH_BO_06a+b.,CH_BO_06a+b.,r°..,r°..,57,57,Oui,14,14,Oui
semtags_2combiné_T2 clj. San Pedro_clean_updated_person_updated_place_corrSara.xml,p290,OK,©,©,J.Passini,J.Passini,2,2,Oui,1,1,Oui
semtags_2combiné_T2 clj. San Pedro_clean_updated_person_updated_place_corrSara.xml,p712,OK,Las,Las,37.,37.,31,31,Oui,1,1,Oui
semtags_2combiné_T2 clj. San Pedro_clean_updated_person_updated_place_corrSara.xml,p240,OK,Entrando,Entrando,Años.,Años.,66,66,Oui,1,1,Oui
semtags_2combiné_T2 clj. San Pedro_clean_updated_person_updated_place_corrSara.xml,p284,OK,©,©,J.Passini,J.Passini,2,2,Oui,1,1,Oui
semtags_2combiné_T2 clj. San Pedro_clean_updated_person_updated_place_corrSara.xml,p705,OK,©,©,J.Passini,J.Passini,2,2,Oui,1,1,Oui
semtags_2combiné_T2 clj. San Pedro_clean_updated_person_updated_place_corrSara.xml,p57,OK,CH_BO_01a-2-,CH_BO_01a-2-,CH_BO_01a-2-,CH_BO_01a-2-,1,1,Oui,1,1,Oui
semtags_2combiné_T2 clj. San Pedro_clean_updated_person_updated_place_corrSara.xml,p783,OK,CH_BO_11.,CH_BO_11.,Pedro..,Pedro..,41,41,Oui,6,6,Oui
semtags_2combiné_T2 clj. San Pedro_clean_updated_person_updated_place_corrSara.xml,p340,OK,https://api.nakala.fr/embed/10.34847/nkl.de90nzaf/23475bf9d1f0c800c6a7e2e222f46c4a7ce12e46,https://api.nakala.fr/embed/10.34847/nkl.de90nzaf/23475bf9d1f0c800c6a7e2e222f46c4a7ce12e46,https://api.nakala.fr/embed/10.34847/nkl.de90nzaf/23475bf9d1f0c800c6a7e2e222f46c4a7ce12e46,https://api.nakala.fr/embed/10.34847/nkl.de90nzaf/23475bf9d1f0c800c6a7e2e222f46c4a7ce12e46,1,1,Oui,1,1,Oui
semtags_2combiné_T2 clj. San Pedro_clean_updated_person_updated_place_corrSara.xml,p154,OK,CH_BO_02a.,CH_BO_02a.,v°.,v°.,75,75,Oui,19,18,Non
semtags_2combiné_T2 clj. San Pedro_clean_updated_person_updated_place_corrSara.xml,p260,OK,CH_BO_03+,CH_BO_03+,r°..,r°..,55,55,Oui,11,11,Oui
semtags_2combiné_T2 clj. San Pedro_clean_updated_person_updated_place_corrSara.xml,p34,OK,CH_BO_01.,CH_BO_01.,r°..,r°..,97,97,Oui,21,21,Oui
semtags_2combiné_T2 clj. San Pedro_clean_updated_person_updated_place_corrSara.xml,p165,OK,https://api.nakala.fr/embed/10.34847/nkl.d0e5a20b/4abcc9d53ede1a9f1556ae2305ded3764484dfd6,https://api.nakala.fr/embed/10.34847/nkl.d0e5a20b/4abcc9d53ede1a9f1556ae2305ded3764484dfd6,https://api.nakala.fr/embed/10.34847/nkl.d0e5a20b/4abcc9d53ede1a9f1556ae2305ded3764484dfd6,https://api.nakala.fr/embed/10.34847/nkl.d0e5a20b/4abcc9d53ede1a9f1556ae2305ded3764484dfd6,1,1,Oui,1,1,Oui
semtags_2combiné_T2 clj. San Pedro_clean_updated_person_updated_place_corrSara.xml,p467,OK,CH_BO_06.,CH_BO_06.,23..,23..,29,29,Oui,10,10,Oui
semtags_2combiné_T2 clj. San Pedro_clean_updated_person_updated_place_corrSara.xml,p44,OK,CH_BO_01.,CH_BO_01.,v°..,v°..,83,83,Oui,23,23,Oui
semtags_2combiné_T2 clj. San Pedro_clean_updated_person_updated_place_corrSara.xml,p453,OK,CH_BO_06,CH_BO_06,469-472).,469-472).,35,35,Oui,7,7,Oui
semtags_2combiné_T2 clj. San Pedro_clean_updated_person_updated_place_corrSara.xml,p176,OK,tiene,tiene,varas.,varas.,132,132,Oui,2,2,Oui
semtags_2combiné_T2 clj. San Pedro_clean_updated_person_updated_place_corrSara.xml,p534,OK,(firmado),(firmado),Toletanus.,Toletanus.,6,6,Oui,1,1,Oui
semtags_2combiné_T2 clj. San Pedro_clean_updated_person_updated_place_corrSara.xml,p514,OK,https://api.nakala.fr/embed/10.34847/nkl.fafcn59z/c10c7c994742ee6839c3fc7e5f16bfb7441dbb06,https://api.nakala.fr/embed/10.34847/nkl.fafcn59z/c10c7c994742ee6839c3fc7e5f16bfb7441dbb06,https://api.nakala.fr/embed/10.34847/nkl.fafcn59z/c10c7c994742ee6839c3fc7e5f16bfb7441dbb06,https://api.nakala.fr/embed/10.34847/nkl.fafcn59z/c10c7c994742ee6839c3fc7e5f16bfb7441dbb06,1,1,Oui,1,1,Oui
semtags_2combiné_T2 clj. San Pedro_clean_updated_person_updated_place_corrSara.xml,p631,OK,CH_BO_09.,CH_BO_09.,aljababe.,aljababe.,105,105,Oui,33,33,Oui
semtags_2combiné_T2 clj. San Pedro_clean_updated_person_updated_place_corrSara.xml,p689,OK,https://api.nakala.fr/embed/10.34847/nkl.fdcfcx7f/57b4b4fe5c3e2161d5dcee6efcad207251d839b5,https://api.nakala.fr/embed/10.34847/nkl.fdcfcx7f/57b4b4fe5c3e2161d5dcee6efcad207251d839b5,https://api.nakala.fr/embed/10.34847/nkl.fdcfcx7f/57b4b4fe5c3e2161d5dcee6efcad207251d839b5,https://api.nakala.fr/embed/10.34847/nkl.fdcfcx7f/57b4b4fe5c3e2161d5dcee6efcad207251d839b5,1,1,Oui,1,1,Oui
semtags_2combiné_T2 clj. San Pedro_clean_updated_person_updated_place_corrSara.xml,p232,OK,CH_BO_02c-1-,CH_BO_02c-1-,CH_BO_02c-1-,CH_BO_02c-1-,1,1,Oui,1,1,Oui
semtags_2combiné_T2 clj. San Pedro_clean_updated_person_updated_place_corrSara.xml,p540,OK,Juan,Juan,Castanneda,Castanneda,3,3,Oui,2,2,Oui
semtags_2combiné_T2 clj. San Pedro_clean_updated_person_updated_place_corrSara.xml,p685,OK,CH_BO_09-10-12-,CH_BO_09-10-12-,CH_BO_09-10-12-,CH_BO_09-10-12-,1,1,Oui,1,1,Oui
semtags_2combiné_T2 clj. San Pedro_clean_updated_person_updated_place_corrSara.xml,p183,OK,En,En,apostolico.,apostolico.,226,226,Oui,2,2,Oui
semtags_2combiné_T2 clj. San Pedro_clean_updated_person_updated_place_corrSara.xml,p368,OK,©,©,J.Passini,J.Passini,2,2,Oui,1,1,Oui
semtags_2combiné_T2 clj. San Pedro_clean_updated_person_updated_place_corrSara.xml,p893,OK,CH_BO_13.,CH_BO_13.,r°..,r°..,87,87,Oui,25,25,Oui
semtags_2combiné_T2 clj. San Pedro_clean_updated_person_updated_place_corrSara.xml,p328,OK,Callejón,Callejón,9,9,5,5,Oui,2,2,Oui
semtags_2combiné_T2 clj. San Pedro_clean_updated_person_updated_place_corrSara.xml,p130,OK,fallose,fallose,apostolico.,apostolico.,357,357,Oui,2,2,Oui
semtags_2combiné_T2 clj. San Pedro_clean_updated_person_updated_place_corrSara.xml,p531,OK,OF,OF,356bis,356bis,2,2,Oui,1,1,Oui
semtags_2combiné_T2 clj. San Pedro_clean_updated_person_updated_place_corrSara.xml,p270,OK,CH_BO_03.,CH_BO_03.,r°..,r°..,50,50,Oui,18,17,Non
semtags_2combiné_T2 clj. San Pedro_clean_updated_person_updated_place_corrSara.xml,p375,OK,CH_BO_04-13-,CH_BO_04-13-,CH_BO_04-13-,CH_BO_04-13-,1,1,Oui,1,1,Oui
semtags_2combiné_T2 clj. San Pedro_clean_updated_person_updated_place_corrSara.xml,p431,OK,CH_BO_05-5-,CH_BO_05-5-,CH_BO_05-5-,CH_BO_05-5-,1,1,Oui,1,1,Oui
semtags_2combiné_T2 clj. San Pedro_clean_updated_person_updated_place_corrSara.xml,p223,OK,"CH_BO_02c,","CH_BO_02c,","CH_BO_02c,","CH_BO_02c,",1,1,Oui,1,1,Oui
semtags_2combiné_T2 clj. San Pedro_clean_updated_person_updated_place_corrSara.xml,p465,OK,CH_BO_06.,CH_BO_06.,r°.,r°.,51,51,Oui,12,12,Oui
semtags_2combiné_T2 clj. San Pedro_clean_updated_person_updated_place_corrSara.xml,p523,OK,10.34847/nkl.fafcn59z/e74605548c4f18b61c55c47cd92fab8307b801f6,10.34847/nkl.fafcn59z/e74605548c4f18b61c55c47cd92fab8307b801f6,10.34847/nkl.fafcn59z/e74605548c4f18b61c55c47cd92fab8307b801f6,10.34847/nkl.fafcn59z/e74605548c4f18b61c55c47cd92fab8307b801f6,1,1,Oui,1,1,Oui
semtags_2combiné_T2 clj. San Pedro_clean_updated_person_updated_place_corrSara.xml,p59,OK,©,©,J.Passini,J.Passini,2,2,Oui,1,1,Oui
semtags_2combiné_T2 clj. San Pedro_clean_updated_person_updated_place_corrSara.xml,p169,OK,©,©,J.Passini,J.Passini,2,2,Oui,1,1,Oui
semtags_2combiné_T2 clj. San Pedro_clean_updated_person_updated_place_corrSara.xml,p785,OK,CH_BO_11,CH_BO_11,v°.,v°.,80,80,Oui,22,22,Oui
semtags_2combiné_T2 clj. San Pedro_clean_updated_person_updated_place_corrSara.xml,p648,OK,CH_BO_10.,CH_BO_10.,v°..,v°..,52,52,Oui,11,11,Oui
semtags_2combiné_T2 clj. San Pedro_clean_updated_person_updated_place_corrSara.xml,p897,OK,CH_BO_13.,CH_BO_13.,.,.,101,101,Oui,25,25,Oui
semtags_2combiné_T2 clj. San Pedro_clean_updated_person_updated_place_corrSara.xml,p10,OK,CH_BO_00.,CH_BO_00.,r°..,r°..,36,36,Oui,10,10,Oui
semtags_2combiné_T2 clj. San Pedro_clean_updated_person_updated_place_corrSara.xml,p42,OK,CH_BO_01.,CH_BO_01.,v°..,v°..,82,82,Oui,26,26,Oui
semtags_2combiné_T2 clj. San Pedro_clean_updated_person_updated_place_corrSara.xml,p885,OK,CH_BO_13.,CH_BO_13.,v°.,v°.,34,34,Oui,7,7,Oui
semtags_2combiné_T2 clj. San Pedro_clean_updated_person_updated_place_corrSara.xml,p67,OK,/nkl.07can176/670ec92403c688238d807304be1b3807b3a02cec10.34847,/nkl.07can176/670ec92403c688238d807304be1b3807b3a02cec10.34847,/nkl.07can176/670ec92403c688238d807304be1b3807b3a02cec10.34847,/nkl.07can176/670ec92403c688238d807304be1b3807b3a02cec10.34847,1,1,Oui,2,1,Non
semtags_2combiné_T2 clj. San Pedro_clean_updated_person_updated_place_corrSara.xml,p844,OK,Alfon,Alfon,Gines,Gines,6,6,Oui,2,2,Oui
semtags_2combiné_T2 clj. San Pedro_clean_updated_person_updated_place_corrSara.xml,p723,OK,En,En,capellan.,capellan.,176,176,Oui,1,1,Oui
semtags_2combiné_T2 clj. San Pedro_clean_updated_person_updated_place_corrSara.xml,p535,OK,(En,(En,tamaño.,tamaño.,14,14,Oui,1,1,Oui
semtags_2combiné_T2 clj. San Pedro_clean_updated_person_updated_place_corrSara.xml,p135,OK,Las,Las,presçio.,presçio.,26,26,Oui,1,1,Oui
semtags_2combiné_T2 clj. San Pedro_clean_updated_person_updated_place_corrSara.xml,p577,OK,Alfonso,Alfonso,coro,coro,5,5,Oui,2,2,Oui
semtags_2combiné_T2 clj. San Pedro_clean_updated_person_updated_place_corrSara.xml,p70,OK,nkl.07can176/86c9f11d6f5ddd74bfc0eb19a118fa2e7e7a417310.34847/,nkl.07can176/86c9f11d6f5ddd74bfc0eb19a118fa2e7e7a417310.34847/,nkl.07can176/86c9f11d6f5ddd74bfc0eb19a118fa2e7e7a417310.34847/,nkl.07can176/86c9f11d6f5ddd74bfc0eb19a118fa2e7e7a417310.34847/,1,1,Oui,2,2,Oui
semtags_2combiné_T2 clj. San Pedro_clean_updated_person_updated_place_corrSara.xml,p221,OK,Las,Las,iglesia.,iglesia.,40,40,Oui,1,1,Oui
semtags_2combiné_T2 clj. San Pedro_clean_updated_person_updated_place_corrSara.xml,p666,OK,©,©,J.Passini,J.Passini,2,2,Oui,1,1,Oui
semtags_2combiné_T2 clj. San Pedro_clean_updated_person_updated_place_corrSara.xml,p501,OK,CH_BO_06-5-,CH_BO_06-5-,CH_BO_06-5-,CH_BO_06-5-,1,1,Oui,1,1,Oui
semtags_2combiné_T2 clj. San Pedro_clean_updated_person_updated_place_corrSara.xml,p872,OK,CH_BO_12.,CH_BO_12.,.,.,39,39,Oui,14,14,Oui
semtags_2combiné_T2 clj. San Pedro_clean_updated_person_updated_place_corrSara.xml,p699,OK,©,©,J.Passini,J.Passini,2,2,Oui,1,1,Oui
semtags_2combiné_T2 clj. San Pedro_clean_updated_person_updated_place_corrSara.xml,p440,OK,CH_BO_05-8-,CH_BO_05-8-,CH_BO_05-8-,CH_BO_05-8-,1,1,Oui,1,1,Oui
semtags_2combiné_T2 clj. San Pedro_clean_updated_person_updated_place_corrSara.xml,p120,OK,CH_BO_01b-5-,CH_BO_01b-5-,10.34847/nkl.1db45e18/f6cd13a881594e8938b7fc5fd785d4ee2e79fbe6,10.34847/nkl.1db45e18/f6cd13a881594e8938b7fc5fd785d4ee2e79fbe6,2,2,Oui,1,1,Oui
semtags_2combiné_T2 clj. San Pedro_clean_updated_person_updated_place_corrSara.xml,p213,OK,CH_BO_02b-7-,CH_BO_02b-7-,https://api.nakala.fr/embed/10.34847/nkl.d3f4hp3v/8efb8bfae129427752daafd983ae9c3f825598aa,https://api.nakala.fr/embed/10.34847/nkl.d3f4hp3v/8efb8bfae129427752daafd983ae9c3f825598aa,2,2,Oui,1,1,Oui
semtags_2combiné_T2 clj. San Pedro_clean_updated_person_updated_place_corrSara.xml,p378,OK,CH_BO_04-14-,CH_BO_04-14-,CH_BO_04-14-,CH_BO_04-14-,1,1,Oui,1,1,Oui
