Fichier,ID_Paragraphe,Présence,1er Mot (Entrée),1er Mot (Sortie),Dernier Mot (Entrée),Dernier Mot (Sortie),Nb mots (Entrée),Nb mots (Sortie),Nb mots Identique,Nb balises (Entrée),Nb balises (Sortie),Nb balises Identique
semtags_2combiné_T2 clj. San Pedro_clean.xml,p429,OK,https://api.nakala.fr/embed/10.34847/nkl.baa9h05c/b26ba1e4e3be595ada746b780102a1ff236b21b3,https://api.nakala.fr/embed/10.34847/nkl.baa9h05c/b26ba1e4e3be595ada746b780102a1ff236b21b3,https://api.nakala.fr/embed/10.34847/nkl.baa9h05c/b26ba1e4e3be595ada746b780102a1ff236b21b3,https://api.nakala.fr/embed/10.34847/nkl.baa9h05c/b26ba1e4e3be595ada746b780102a1ff236b21b3,1,1,Oui,3,3,Oui
semtags_2combiné_T2 clj. San Pedro_clean.xml,p763,OK,CH_AO_10.,CH_AO_10.,r°..,r°..,53,53,Oui,17,17,Oui
semtags_2combiné_T2 clj. San Pedro_clean.xml,p369,OK,CH_BO_04-11-,CH_BO_04-11-,CH_BO_04-11-,CH_BO_04-11-,1,1,Oui,1,1,Oui
semtags_2combiné_T2 clj. San Pedro_clean.xml,p96,OK,CH_BO_01b,CH_BO_01b,CH_BO_01b,CH_BO_01b,1,1,Oui,1,1,Oui
semtags_2combiné_T2 clj. San Pedro_clean.xml,p289,OK,https://api.nakala.fr/embed/10.34847/nkl.a3d8c944/4b10e66e3fdaa81d3db4b1fdeb4ea341eaf7351f,https://api.nakala.fr/embed/10.34847/nkl.a3d8c944/4b10e66e3fdaa81d3db4b1fdeb4ea341eaf7351f,https://api.nakala.fr/embed/10.34847/nkl.a3d8c944/4b10e66e3fdaa81d3db4b1fdeb4ea341eaf7351f,https://api.nakala.fr/embed/10.34847/nkl.a3d8c944/4b10e66e3fdaa81d3db4b1fdeb4ea341eaf7351f,1,1,Oui,3,3,Oui
semtags_2combiné_T2 clj. San Pedro_clean.xml,p694,OK,CH_BO_09-10-15-,CH_BO_09-10-15-,CH_BO_09-10-15-,CH_BO_09-10-15-,1,1,Oui,1,1,Oui
semtags_2combiné_T2 clj. San Pedro_clean.xml,p903,OK,CH_BO_13.,CH_BO_13.,v°..,v°..,120,120,Oui,33,33,Oui
semtags_2combiné_T2 clj. San Pedro_clean.xml,p507,OK,CH_BO_06-7-,CH_BO_06-7-,CH_BO_06-7-,CH_BO_06-7-,1,1,Oui,1,1,Oui
semtags_2combiné_T2 clj. San Pedro_clean.xml,p527,OK,©,©,J.Passini,J.Passini,2,2,Oui,1,1,Oui
semtags_2combiné_T2 clj. San Pedro_clean.xml,p111,OK,CH_BO_01b-1-,CH_BO_01b-1-,https://api.nakala.fr/embed/10.34847/nkl.1db45e18/21d9558454ed58a6106d86f3ddeff9315a8e8f45,https://api.nakala.fr/embed/10.34847/nkl.1db45e18/21d9558454ed58a6106d86f3ddeff9315a8e8f45,2,2,Oui,1,1,Oui
semtags_2combiné_T2 clj. San Pedro_clean.xml,p473,OK,CH_BO_06.,CH_BO_06.,Castañeda..,Castañeda..,81,81,Oui,18,18,Oui
semtags_2combiné_T2 clj. San Pedro_clean.xml,p704,OK,https://api.nakala.fr/embed/10.34847/nkl.fdcfcx7f/366d4f6cc4493072b606664b9affb4711e8f9586,https://api.nakala.fr/embed/10.34847/nkl.fdcfcx7f/366d4f6cc4493072b606664b9affb4711e8f9586,https://api.nakala.fr/embed/10.34847/nkl.fdcfcx7f/366d4f6cc4493072b606664b9affb4711e8f9586,https://api.nakala.fr/embed/10.34847/nkl.fdcfcx7f/366d4f6cc4493072b606664b9affb4711e8f9586,1,1,Oui,3,3,Oui
semtags_2combiné_T2 clj. San Pedro_clean.xml,p401,OK,Fernando,Fernando,Trugillo,Trugillo,3,3,Oui,2,2,Oui
semtags_2combiné_T2 clj. San Pedro_clean.xml,p883,OK,San,San,Ana.,Ana.,22,22,Oui,5,5,Oui
semtags_2combiné_T2 clj. San Pedro_clean.xml,p421,OK,©,©,J.Passini,J.Passini,2,2,Oui,1,1,Oui
semtags_2combiné_T2 clj. San Pedro_clean.xml,p277,OK,https://api.nakala.fr/embed/10.34847/nkl.a3d8c944/d441c76bcfa7f03398483e889d531edfd2c1ef02,https://api.nakala.fr/embed/10.34847/nkl.a3d8c944/d441c76bcfa7f03398483e889d531edfd2c1ef02,https://api.nakala.fr/embed/10.34847/nkl.a3d8c944/d441c76bcfa7f03398483e889d531edfd2c1ef02,https://api.nakala.fr/embed/10.34847/nkl.a3d8c944/d441c76bcfa7f03398483e889d531edfd2c1ef02,1,1,Oui,3,3,Oui
semtags_2combiné_T2 clj. San Pedro_clean.xml,p597,OK,CH_BO_08.,CH_BO_08.,r°..,r°..,108,108,Oui,30,30,Oui
semtags_2combiné_T2 clj. San Pedro_clean.xml,p2,OK,Du,Du,Atocha.,Atocha.,27,27,Oui,6,6,Oui
semtags_2combiné_T2 clj. San Pedro_clean.xml,p773,OK,En,En,capellan.,capellan.,135,135,Oui,1,1,Oui
semtags_2combiné_T2 clj. San Pedro_clean.xml,p818,OK,CH_BO_11.,CH_BO_11.,r°..,r°..,74,74,Oui,18,18,Oui
semtags_2combiné_T2 clj. San Pedro_clean.xml,p719,OK,Jorge,Jorge,raçionero,raçionero,3,3,Oui,2,2,Oui
semtags_2combiné_T2 clj. San Pedro_clean.xml,p455,OK,Callejón,Callejón,16,16,5,5,Oui,4,4,Oui
semtags_2combiné_T2 clj. San Pedro_clean.xml,p297,OK,Marcos,Marcos,canonigo,canonigo,5,5,Oui,2,2,Oui
semtags_2combiné_T2 clj. San Pedro_clean.xml,p625,OK,CH_BO_09.,CH_BO_09.,23..,23..,36,36,Oui,9,9,Oui
semtags_2combiné_T2 clj. San Pedro_clean.xml,p125,OK,En,En,portal,portal,226,226,Oui,1,1,Oui
semtags_2combiné_T2 clj. San Pedro_clean.xml,p379,OK,https://api.nakala.fr/embed/10.34847/nkl.de90nzaf/a3ed1954e0172aeb32c89b31707cc705263543b3,https://api.nakala.fr/embed/10.34847/nkl.de90nzaf/a3ed1954e0172aeb32c89b31707cc705263543b3,https://api.nakala.fr/embed/10.34847/nkl.de90nzaf/a3ed1954e0172aeb32c89b31707cc705263543b3,https://api.nakala.fr/embed/10.34847/nkl.de90nzaf/a3ed1954e0172aeb32c89b31707cc705263543b3,1,1,Oui,3,3,Oui
semtags_2combiné_T2 clj. San Pedro_clean.xml,p391,OK,https://api.nakala.fr/embed/10.34847/nkl.de90nzaf/088ffabd39a8682f198932d078e98f75dd32189e,https://api.nakala.fr/embed/10.34847/nkl.de90nzaf/088ffabd39a8682f198932d078e98f75dd32189e,https://api.nakala.fr/embed/10.34847/nkl.de90nzaf/088ffabd39a8682f198932d078e98f75dd32189e,https://api.nakala.fr/embed/10.34847/nkl.de90nzaf/088ffabd39a8682f198932d078e98f75dd32189e,1,1,Oui,3,3,Oui
semtags_2combiné_T2 clj. San Pedro_clean.xml,p452,OK,En,En,apostolico.,apostolico.,287,287,Oui,1,1,Oui
semtags_2combiné_T2 clj. San Pedro_clean.xml,p721,OK,OF,OF,356bis,356bis,2,2,Oui,1,1,Oui
semtags_2combiné_T2 clj. San Pedro_clean.xml,p77,OK,©,©,J.Passini,J.Passini,2,2,Oui,1,1,Oui
semtags_2combiné_T2 clj. San Pedro_clean.xml,p339,OK,CH_BO_04-1-,CH_BO_04-1-,CH_BO_04-1-,CH_BO_04-1-,1,1,Oui,1,1,Oui
semtags_2combiné_T2 clj. San Pedro_clean.xml,p796,OK,CH_BO_11.,CH_BO_11.,v°.,v°.,80,80,Oui,21,21,Oui
semtags_2combiné_T2 clj. San Pedro_clean.xml,p205,OK,https://api.nakala.fr/embed/10.34847/nkl.d3f4hp3v/6e31731abe15f79de73d8896fc0a60e821352dc1,https://api.nakala.fr/embed/10.34847/nkl.d3f4hp3v/6e31731abe15f79de73d8896fc0a60e821352dc1,https://api.nakala.fr/embed/10.34847/nkl.d3f4hp3v/6e31731abe15f79de73d8896fc0a60e821352dc1,https://api.nakala.fr/embed/10.34847/nkl.d3f4hp3v/6e31731abe15f79de73d8896fc0a60e821352dc1,1,1,Oui,3,3,Oui
semtags_2combiné_T2 clj. San Pedro_clean.xml,p185,OK,Cardenal,Cardenal,N°12.,N°12.,5,5,Oui,5,5,Oui
semtags_2combiné_T2 clj. San Pedro_clean.xml,p388,OK,https://api.nakala.fr/embed/10.34847/nkl.de90nzaf/ac0ca2dde453ff8464d663b95cd0ff97c8b6c5d3,https://api.nakala.fr/embed/10.34847/nkl.de90nzaf/ac0ca2dde453ff8464d663b95cd0ff97c8b6c5d3,https://api.nakala.fr/embed/10.34847/nkl.de90nzaf/ac0ca2dde453ff8464d663b95cd0ff97c8b6c5d3,https://api.nakala.fr/embed/10.34847/nkl.de90nzaf/ac0ca2dde453ff8464d663b95cd0ff97c8b6c5d3,1,1,Oui,3,3,Oui
semtags_2combiné_T2 clj. San Pedro_clean.xml,p100,OK,CH_BO_01b.,CH_BO_01b.,r°..,r°..,40,40,Oui,12,12,Oui
semtags_2combiné_T2 clj. San Pedro_clean.xml,p725,OK,(En,(En,maldonado.,maldonado.,17,17,Oui,10,10,Oui
semtags_2combiné_T2 clj. San Pedro_clean.xml,p140,OK,Callejón,Callejón,2,2,5,5,Oui,3,3,Oui
semtags_2combiné_T2 clj. San Pedro_clean.xml,p62,OK,©,©,J.Passini,J.Passini,2,2,Oui,1,1,Oui
semtags_2combiné_T2 clj. San Pedro_clean.xml,p248,OK,CH_BO_03.,CH_BO_03.,461-462..,461-462..,27,27,Oui,7,7,Oui
semtags_2combiné_T2 clj. San Pedro_clean.xml,p370,OK,https://api.nakala.fr/embed/10.34847/nkl.de90nzaf/b07cd2688ab139434989c0f34732ba8184019c4c,https://api.nakala.fr/embed/10.34847/nkl.de90nzaf/b07cd2688ab139434989c0f34732ba8184019c4c,https://api.nakala.fr/embed/10.34847/nkl.de90nzaf/b07cd2688ab139434989c0f34732ba8184019c4c,https://api.nakala.fr/embed/10.34847/nkl.de90nzaf/b07cd2688ab139434989c0f34732ba8184019c4c,1,1,Oui,3,3,Oui
semtags_2combiné_T2 clj. San Pedro_clean.xml,p634,OK,CH_BO_09.,CH_BO_09.,v°..,v°..,55,55,Oui,19,19,Oui
semtags_2combiné_T2 clj. San Pedro_clean.xml,p552,OK,CH_BO_07.,CH_BO_07.,v°.,v°.,38,38,Oui,11,11,Oui
semtags_2combiné_T2 clj. San Pedro_clean.xml,p895,OK,CH_BO_13.,CH_BO_13.,mod.)..,mod.)..,99,99,Oui,30,30,Oui
semtags_2combiné_T2 clj. San Pedro_clean.xml,p524,OK,©,©,J.Passini,J.Passini,2,2,Oui,1,1,Oui
semtags_2combiné_T2 clj. San Pedro_clean.xml,p413,OK,CH_BO_05.,CH_BO_05.,v°..,v°..,87,87,Oui,19,19,Oui
semtags_2combiné_T2 clj. San Pedro_clean.xml,p810,OK,CH_BO_11.,CH_BO_11.,Gines..,Gines..,54,54,Oui,14,14,Oui
semtags_2combiné_T2 clj. San Pedro_clean.xml,p81,OK,CH_BO_01a-11-,CH_BO_01a-11-,CH_BO_01a-11-,CH_BO_01a-11-,1,1,Oui,1,1,Oui
semtags_2combiné_T2 clj. San Pedro_clean.xml,p66,OK,CH_BO_01a-6-,CH_BO_01a-6-,CH_BO_01a-6-,CH_BO_01a-6-,1,1,Oui,1,1,Oui
semtags_2combiné_T2 clj. San Pedro_clean.xml,p891,OK,CH_BO_13.,CH_BO_13.,.,.,141,141,Oui,31,31,Oui
semtags_2combiné_T2 clj. San Pedro_clean.xml,p203,OK,©,©,J.Passini,J.Passini,2,2,Oui,1,1,Oui
semtags_2combiné_T2 clj. San Pedro_clean.xml,p829,OK,CH_BO_11-1-,CH_BO_11-1-,CH_BO_11-1-,CH_BO_11-1-,1,1,Oui,1,1,Oui
semtags_2combiné_T2 clj. San Pedro_clean.xml,p424,OK,©,©,J.Passini,J.Passini,2,2,Oui,1,1,Oui
semtags_2combiné_T2 clj. San Pedro_clean.xml,p417,OK,CH_BO_0.,CH_BO_0.,v°..,v°..,49,49,Oui,13,13,Oui
semtags_2combiné_T2 clj. San Pedro_clean.xml,p235,OK,CH_BO_02c-2-,CH_BO_02c-2-,CH_BO_02c-2-,CH_BO_02c-2-,1,1,Oui,1,1,Oui
semtags_2combiné_T2 clj. San Pedro_clean.xml,p656,OK,CH_BO_10.,CH_BO_10.,r°..,r°..,103,103,Oui,30,30,Oui
semtags_2combiné_T2 clj. San Pedro_clean.xml,p670,OK,CH_BO_09-10-4-,CH_BO_09-10-4-,CH_BO_09-10-4-,CH_BO_09-10-4-,1,1,Oui,1,1,Oui
semtags_2combiné_T2 clj. San Pedro_clean.xml,p252,OK,CH_BO_03,CH_BO_03,v°.,v°.,39,39,Oui,15,15,Oui
semtags_2combiné_T2 clj. San Pedro_clean.xml,p664,OK,CH_BO_09-10-2-,CH_BO_09-10-2-,CH_BO_09-10-2-,CH_BO_09-10-2-,1,1,Oui,1,1,Oui
semtags_2combiné_T2 clj. San Pedro_clean.xml,p605,OK,https://api.nakala.fr/embed/10.34847/nkl.f0dcqd75/d8ec121a47763730e5db9bc958e08e45152c8997,https://api.nakala.fr/embed/10.34847/nkl.f0dcqd75/d8ec121a47763730e5db9bc958e08e45152c8997,https://api.nakala.fr/embed/10.34847/nkl.f0dcqd75/d8ec121a47763730e5db9bc958e08e45152c8997,https://api.nakala.fr/embed/10.34847/nkl.f0dcqd75/d8ec121a47763730e5db9bc958e08e45152c8997,1,1,Oui,3,3,Oui
semtags_2combiné_T2 clj. San Pedro_clean.xml,p242,OK,(En,(En,carpintero.,carpintero.,24,24,Oui,10,10,Oui
semtags_2combiné_T2 clj. San Pedro_clean.xml,p291,OK,OF,OF,356bis,356bis,2,2,Oui,1,1,Oui
semtags_2combiné_T2 clj. San Pedro_clean.xml,p344,OK,©,©,J.Passini,J.Passini,2,2,Oui,1,1,Oui
semtags_2combiné_T2 clj. San Pedro_clean.xml,p181,OK,Las,Las,iglesia.,iglesia.,47,47,Oui,7,7,Oui
semtags_2combiné_T2 clj. San Pedro_clean.xml,p423,OK,https://api.nakala.fr/embed/10.34847/nkl.baa9h05c/4a8bc5ff3b837bd1a19f6df07ef7cf85d11dacb8,https://api.nakala.fr/embed/10.34847/nkl.baa9h05c/4a8bc5ff3b837bd1a19f6df07ef7cf85d11dacb8,https://api.nakala.fr/embed/10.34847/nkl.baa9h05c/4a8bc5ff3b837bd1a19f6df07ef7cf85d11dacb8,https://api.nakala.fr/embed/10.34847/nkl.baa9h05c/4a8bc5ff3b837bd1a19f6df07ef7cf85d11dacb8,1,1,Oui,3,3,Oui
semtags_2combiné_T2 clj. San Pedro_clean.xml,p422,OK,CH_BO_05-2-,CH_BO_05-2-,CH_BO_05-2-,CH_BO_05-2-,1,1,Oui,1,1,Oui
semtags_2combiné_T2 clj. San Pedro_clean.xml,p580,OK,.,.,Pedro.,Pedro.,15,15,Oui,3,3,Oui
semtags_2combiné_T2 clj. San Pedro_clean.xml,p262,OK,CH_BO_03+,CH_BO_03+,15/6/1434..,15/6/1434..,121,121,Oui,25,25,Oui
semtags_2combiné_T2 clj. San Pedro_clean.xml,p868,OK,CH_BO_12.,CH_BO_12.,r°.,r°.,48,48,Oui,14,14,Oui
semtags_2combiné_T2 clj. San Pedro_clean.xml,p790,OK,CH_BO_11.,CH_BO_11.,r°..,r°..,108,108,Oui,29,29,Oui
semtags_2combiné_T2 clj. San Pedro_clean.xml,p862,OK,CH_BO_12.,CH_BO_12.,v°..,v°..,84,84,Oui,20,20,Oui
semtags_2combiné_T2 clj. San Pedro_clean.xml,p32,OK,CH_BO_01.,CH_BO_01.,16..,16..,84,84,Oui,21,21,Oui
semtags_2combiné_T2 clj. San Pedro_clean.xml,p350,OK,©,©,J.Passini,J.Passini,2,2,Oui,1,1,Oui
semtags_2combiné_T2 clj. San Pedro_clean.xml,p98,OK,CH_BO_01b.,CH_BO_01b.,.,.,61,61,Oui,20,20,Oui
semtags_2combiné_T2 clj. San Pedro_clean.xml,p768,OK,CH_BO_10-3-,CH_BO_10-3-,CH_BO_10-3-,CH_BO_10-3-,1,1,Oui,1,1,Oui
semtags_2combiné_T2 clj. San Pedro_clean.xml,p713,OK,En,En,capellan.,capellan.,202,202,Oui,2,2,Oui
semtags_2combiné_T2 clj. San Pedro_clean.xml,p71,OK,©,©,J.Passini,J.Passini,2,2,Oui,1,1,Oui
semtags_2combiné_T2 clj. San Pedro_clean.xml,p642,OK,CH_BO_09+,CH_BO_09+,v°..,v°..,53,53,Oui,13,13,Oui
semtags_2combiné_T2 clj. San Pedro_clean.xml,p17,OK,CH_BO_00.,CH_BO_00.,v°..,v°..,41,41,Oui,14,14,Oui
semtags_2combiné_T2 clj. San Pedro_clean.xml,p91,OK,10.34847/nkl.07can176/cc49339714f24e7482a025f1318b0c4004696a59,10.34847/nkl.07can176/cc49339714f24e7482a025f1318b0c4004696a59,10.34847/nkl.07can176/cc49339714f24e7482a025f1318b0c4004696a59,10.34847/nkl.07can176/cc49339714f24e7482a025f1318b0c4004696a59,1,1,Oui,3,3,Oui
semtags_2combiné_T2 clj. San Pedro_clean.xml,p274,OK,CH_BO_03.,CH_BO_03.,r°..,r°..,51,51,Oui,11,11,Oui
semtags_2combiné_T2 clj. San Pedro_clean.xml,p209,OK,©,©,J.Passini,J.Passini,2,2,Oui,1,1,Oui
semtags_2combiné_T2 clj. San Pedro_clean.xml,p409,OK,CH_BO_05.,CH_BO_05.,2P.,2P.,56,56,Oui,13,13,Oui
semtags_2combiné_T2 clj. San Pedro_clean.xml,p838,OK,OF,OF,356,356,2,2,Oui,1,1,Oui
semtags_2combiné_T2 clj. San Pedro_clean.xml,p351,OK,CH_BO_04-5-,CH_BO_04-5-,CH_BO_04-5-,CH_BO_04-5-,1,1,Oui,1,1,Oui
semtags_2combiné_T2 clj. San Pedro_clean.xml,p94,OK,10.34847/nkl.07can176/6987d8a6a24ee6d11cc8b98d8dbc2157392b3e8c,10.34847/nkl.07can176/6987d8a6a24ee6d11cc8b98d8dbc2157392b3e8c,10.34847/nkl.07can176/6987d8a6a24ee6d11cc8b98d8dbc2157392b3e8c,10.34847/nkl.07can176/6987d8a6a24ee6d11cc8b98d8dbc2157392b3e8c,1,1,Oui,3,3,Oui
semtags_2combiné_T2 clj. San Pedro_clean.xml,p15,OK,CH_BO_00.,CH_BO_00.,date..,date..,88,88,Oui,18,18,Oui
semtags_2combiné_T2 clj. San Pedro_clean.xml,p79,OK,10.34847/nkl.07can176/29fd78097d9ea2e9ec9b411879f3fd8d97a34fc1,10.34847/nkl.07can176/29fd78097d9ea2e9ec9b411879f3fd8d97a34fc1,10.34847/nkl.07can176/29fd78097d9ea2e9ec9b411879f3fd8d97a34fc1,10.34847/nkl.07can176/29fd78097d9ea2e9ec9b411879f3fd8d97a34fc1,1,1,Oui,3,3,Oui
semtags_2combiné_T2 clj. San Pedro_clean.xml,p55,OK,https://api.nakala.fr/embed/10.34847/nkl.07can176/5c508a9a495a94f29a8815026e656c8a8c5e9716,https://api.nakala.fr/embed/10.34847/nkl.07can176/5c508a9a495a94f29a8815026e656c8a8c5e9716,https://api.nakala.fr/embed/10.34847/nkl.07can176/5c508a9a495a94f29a8815026e656c8a8c5e9716,https://api.nakala.fr/embed/10.34847/nkl.07can176/5c508a9a495a94f29a8815026e656c8a8c5e9716,1,1,Oui,3,3,Oui
semtags_2combiné_T2 clj. San Pedro_clean.xml,p554,OK,CH_BO_07.,CH_BO_07.,r°.,r°.,136,136,Oui,37,37,Oui
semtags_2combiné_T2 clj. San Pedro_clean.xml,p579,OK,CH_BO_08,CH_BO_08,Pedro..,Pedro..,23,23,Oui,7,7,Oui
semtags_2combiné_T2 clj. San Pedro_clean.xml,p691,OK,CH_BO_09-10-14-,CH_BO_09-10-14-,CH_BO_09-10-14-,CH_BO_09-10-14-,1,1,Oui,1,1,Oui
semtags_2combiné_T2 clj. San Pedro_clean.xml,p175,OK,En,En,e,e,42,42,Oui,2,2,Oui
semtags_2combiné_T2 clj. San Pedro_clean.xml,p218,OK,(firmado),(firmado),notario.,notario.,6,6,Oui,1,1,Oui
semtags_2combiné_T2 clj. San Pedro_clean.xml,p761,OK,CH_AO_10.,CH_AO_10.,°..,°..,84,84,Oui,17,17,Oui
semtags_2combiné_T2 clj. San Pedro_clean.xml,p830,OK,https://api.nakala.fr/embed/10.34847/nkl.b8af871v/061e1e1825e1e3288daad15d400728dcb38904ff,https://api.nakala.fr/embed/10.34847/nkl.b8af871v/061e1e1825e1e3288daad15d400728dcb38904ff,https://api.nakala.fr/embed/10.34847/nkl.b8af871v/061e1e1825e1e3288daad15d400728dcb38904ff,https://api.nakala.fr/embed/10.34847/nkl.b8af871v/061e1e1825e1e3288daad15d400728dcb38904ff,1,1,Oui,3,3,Oui
semtags_2combiné_T2 clj. San Pedro_clean.xml,p494,OK,©,©,J.Passini,J.Passini,2,2,Oui,1,1,Oui
semtags_2combiné_T2 clj. San Pedro_clean.xml,p519,OK,CH_BO_06-11-,CH_BO_06-11-,CH_BO_06-11-,CH_BO_06-11-,1,1,Oui,1,1,Oui
semtags_2combiné_T2 clj. San Pedro_clean.xml,p317,OK,CH_BO_04+,CH_BO_04+,v°..,v°..,123,123,Oui,32,32,Oui
semtags_2combiné_T2 clj. San Pedro_clean.xml,p315,OK,CH_BO_04+,CH_BO_04+,Trugillo..,Trugillo..,57,57,Oui,16,16,Oui
semtags_2combiné_T2 clj. San Pedro_clean.xml,p788,OK,CH_BO_11.,CH_BO_11.,v°..,v°..,58,58,Oui,19,19,Oui
semtags_2combiné_T2 clj. San Pedro_clean.xml,p355,OK,https://api.nakala.fr/embed/10.34847/nkl.de90nzaf/6bfc43f51b6d12e47e43d4bcbfe8034c1ffbf070,https://api.nakala.fr/embed/10.34847/nkl.de90nzaf/6bfc43f51b6d12e47e43d4bcbfe8034c1ffbf070,https://api.nakala.fr/embed/10.34847/nkl.de90nzaf/6bfc43f51b6d12e47e43d4bcbfe8034c1ffbf070,https://api.nakala.fr/embed/10.34847/nkl.de90nzaf/6bfc43f51b6d12e47e43d4bcbfe8034c1ffbf070,1,1,Oui,3,3,Oui
semtags_2combiné_T2 clj. San Pedro_clean.xml,p354,OK,CH_BO_04-6-,CH_BO_04-6-,CH_BO_04-6-,CH_BO_04-6-,1,1,Oui,1,1,Oui
semtags_2combiné_T2 clj. San Pedro_clean.xml,p463,OK,CH_BO_06.,CH_BO_06.,mrs.,mrs.,76,76,Oui,25,25,Oui
semtags_2combiné_T2 clj. San Pedro_clean.xml,p48,OK,CH_BO_01.,CH_BO_01.,r°.,r°.,116,116,Oui,35,35,Oui
semtags_2combiné_T2 clj. San Pedro_clean.xml,p114,OK,10.34847/nkl.1db45e18/5c7dee610709148222d09b1db482c80759cc7c7d,10.34847/nkl.1db45e18/5c7dee610709148222d09b1db482c80759cc7c7d,10.34847/nkl.1db45e18/5c7dee610709148222d09b1db482c80759cc7c7d,10.34847/nkl.1db45e18/5c7dee610709148222d09b1db482c80759cc7c7d,1,1,Oui,1,1,Oui
semtags_2combiné_T2 clj. San Pedro_clean.xml,p804,OK,CH_BO_11.,CH_BO_11.,r°..,r°..,73,73,Oui,17,17,Oui
semtags_2combiné_T2 clj. San Pedro_clean.xml,p843,OK,Las,Las,Pedro.,Pedro.,50,50,Oui,5,5,Oui
semtags_2combiné_T2 clj. San Pedro_clean.xml,p36,OK,CH_BO_01.,CH_BO_01.,r°.,r°.,67,67,Oui,16,16,Oui
semtags_2combiné_T2 clj. San Pedro_clean.xml,p399,OK,OF,OF,356,356,2,2,Oui,1,1,Oui
semtags_2combiné_T2 clj. San Pedro_clean.xml,p469,OK,Le,Le,.7.K.1.40.,.7.K.1.40.,73,73,Oui,21,21,Oui
semtags_2combiné_T2 clj. San Pedro_clean.xml,p353,OK,©,©,J.Passini,J.Passini,2,2,Oui,1,1,Oui
semtags_2combiné_T2 clj. San Pedro_clean.xml,p123,OK,Imagen,Imagen,r:,r:,4,4,Oui,2,2,Oui
semtags_2combiné_T2 clj. San Pedro_clean.xml,p456,OK,CH_BO_06,CH_BO_06,r°.,r°.,41,41,Oui,14,14,Oui
semtags_2combiné_T2 clj. San Pedro_clean.xml,p684,OK,©,©,J.Passini,J.Passini,2,2,Oui,1,1,Oui
semtags_2combiné_T2 clj. San Pedro_clean.xml,p828,OK,©,©,J.Passini,J.Passini,2,2,Oui,1,1,Oui
semtags_2combiné_T2 clj. San Pedro_clean.xml,p498,OK,CH_BO_06-4-,CH_BO_06-4-,CH_BO_06-4-,CH_BO_06-4-,1,1,Oui,1,1,Oui
semtags_2combiné_T2 clj. San Pedro_clean.xml,p259,OK,CH_BO_03+,CH_BO_03+,15/8/1393.,15/8/1393.,63,63,Oui,19,19,Oui
semtags_2combiné_T2 clj. San Pedro_clean.xml,p46,OK,CH_BO_01.,CH_BO_01.,v°..,v°..,79,79,Oui,21,21,Oui
semtags_2combiné_T2 clj. San Pedro_clean.xml,p190,OK,CH_BO_02b.,CH_BO_02b.,r°.,r°.,70,70,Oui,21,21,Oui
semtags_2combiné_T2 clj. San Pedro_clean.xml,p358,OK,https://api.nakala.fr/embed/10.34847/nkl.de90nzaf/6b8796cefbcee9745dc3cd8569f49ccc412e598a,https://api.nakala.fr/embed/10.34847/nkl.de90nzaf/6b8796cefbcee9745dc3cd8569f49ccc412e598a,https://api.nakala.fr/embed/10.34847/nkl.de90nzaf/6b8796cefbcee9745dc3cd8569f49ccc412e598a,https://api.nakala.fr/embed/10.34847/nkl.de90nzaf/6b8796cefbcee9745dc3cd8569f49ccc412e598a,1,1,Oui,3,3,Oui
semtags_2combiné_T2 clj. San Pedro_clean.xml,p690,OK,©,©,J.Passini,J.Passini,2,2,Oui,1,1,Oui
semtags_2combiné_T2 clj. San Pedro_clean.xml,p346,OK,10.34847/nkl.de90nzaf/7a12834ecb3b58beb18ef0c1035baa3f5689fa97,10.34847/nkl.de90nzaf/7a12834ecb3b58beb18ef0c1035baa3f5689fa97,10.34847/nkl.de90nzaf/7a12834ecb3b58beb18ef0c1035baa3f5689fa97,10.34847/nkl.de90nzaf/7a12834ecb3b58beb18ef0c1035baa3f5689fa97,1,1,Oui,1,1,Oui
semtags_2combiné_T2 clj. San Pedro_clean.xml,p866,OK,CH_BO_12.,CH_BO_12.,carpintero.,carpintero.,40,40,Oui,12,12,Oui
semtags_2combiné_T2 clj. San Pedro_clean.xml,p1,OK,Du,Du,l’adarve.,l’adarve.,42,42,Oui,7,7,Oui
semtags_2combiné_T2 clj. San Pedro_clean.xml,p516,OK,CH_BO_06-10-,CH_BO_06-10-,CH_BO_06-10-,CH_BO_06-10-,1,1,Oui,1,1,Oui
semtags_2combiné_T2 clj. San Pedro_clean.xml,p847,OK,CH_BO_12,CH_BO_12,CH_BO_12,CH_BO_12,1,1,Oui,1,1,Oui
semtags_2combiné_T2 clj. San Pedro_clean.xml,p650,OK,CH_BO_10,CH_BO_10,v°..,v°..,71,71,Oui,22,22,Oui
semtags_2combiné_T2 clj. San Pedro_clean.xml,p73,OK,10.34847/nkl.07can176/2917fc6d27fc5be004ee2e563bf6f7861010b9bb,10.34847/nkl.07can176/2917fc6d27fc5be004ee2e563bf6f7861010b9bb,10.34847/nkl.07can176/2917fc6d27fc5be004ee2e563bf6f7861010b9bb,10.34847/nkl.07can176/2917fc6d27fc5be004ee2e563bf6f7861010b9bb,1,1,Oui,3,3,Oui
semtags_2combiné_T2 clj. San Pedro_clean.xml,p562,OK,CH_BO_07.,CH_BO_07.,r°.,r°.,25,25,Oui,9,9,Oui
semtags_2combiné_T2 clj. San Pedro_clean.xml,p249,OK,.,.,461-462.,461-462.,20,20,Oui,3,3,Oui
