Fichier,ID_Paragraphe,Présence,1er Mot (Entrée),1er Mot (Sortie),Dernier Mot (Entrée),Dernier Mot (Sortie),Nb mots (Entrée),Nb mots (Sortie),Nb mots Identique,Nb balises (Entrée),Nb balises (Sortie),Nb balises Identique
semtags_2combiné_T2 clj. San Pedro_clean.xml,p848,OK,San,San,desaparecidas(1492),desaparecidas(1492),9,9,Oui,5,5,Oui
semtags_2combiné_T2 clj. San Pedro_clean.xml,p75,OK,CH_BO_01a-9-,CH_BO_01a-9-,CH_BO_01a-9-,CH_BO_01a-9-,1,1,Oui,1,1,Oui
semtags_2combiné_T2 clj. San Pedro_clean.xml,p674,OK,https://api.nakala.fr/embed/10.34847/nkl.fdcfcx7f/e895161cc7c3211e2801df8b0cf4ec971ba31ded,https://api.nakala.fr/embed/10.34847/nkl.fdcfcx7f/e895161cc7c3211e2801df8b0cf4ec971ba31ded,https://api.nakala.fr/embed/10.34847/nkl.fdcfcx7f/e895161cc7c3211e2801df8b0cf4ec971ba31ded,https://api.nakala.fr/embed/10.34847/nkl.fdcfcx7f/e895161cc7c3211e2801df8b0cf4ec971ba31ded,1,1,Oui,3,3,Oui
semtags_2combiné_T2 clj. San Pedro_clean.xml,p675,OK,©,©,J.Passini,J.Passini,2,2,Oui,1,1,Oui
semtags_2combiné_T2 clj. San Pedro_clean.xml,p543,OK,Callejón,Callejón,14,14,5,5,Oui,3,3,Oui
semtags_2combiné_T2 clj. San Pedro_clean.xml,p668,OK,https://api.nakala.fr/embed/10.34847/nkl.fdcfcx7f/b6012393df6e85df23de70983f5cea9c0125ad61,https://api.nakala.fr/embed/10.34847/nkl.fdcfcx7f/b6012393df6e85df23de70983f5cea9c0125ad61,https://api.nakala.fr/embed/10.34847/nkl.fdcfcx7f/b6012393df6e85df23de70983f5cea9c0125ad61,https://api.nakala.fr/embed/10.34847/nkl.fdcfcx7f/b6012393df6e85df23de70983f5cea9c0125ad61,1,1,Oui,3,3,Oui
semtags_2combiné_T2 clj. San Pedro_clean.xml,p60,OK,CH_BO_01a-3-,CH_BO_01a-3-,CH_BO_01a-3-,CH_BO_01a-3-,1,1,Oui,1,1,Oui
semtags_2combiné_T2 clj. San Pedro_clean.xml,p833,OK,Imagen,Imagen,años.,años.,39,39,Oui,1,1,Oui
semtags_2combiné_T2 clj. San Pedro_clean.xml,p38,OK,CH_BO_01.,CH_BO_01.,r°..,r°..,50,50,Oui,15,15,Oui
semtags_2combiné_T2 clj. San Pedro_clean.xml,p436,OK,©,©,J.Passini,J.Passini,2,2,Oui,1,1,Oui
semtags_2combiné_T2 clj. San Pedro_clean.xml,p193,OK,CH_BO_02b.,CH_BO_02b.,v°..,v°..,89,89,Oui,24,24,Oui
semtags_2combiné_T2 clj. San Pedro_clean.xml,p700,OK,CH_BO_09-10-17-,CH_BO_09-10-17-,CH_BO_09-10-17-,CH_BO_09-10-17-,1,1,Oui,1,1,Oui
semtags_2combiné_T2 clj. San Pedro_clean.xml,p264,OK,CH_BO_03.,CH_BO_03.,134..,134..,104,104,Oui,34,34,Oui
semtags_2combiné_T2 clj. San Pedro_clean.xml,p578,OK,En,En,apostolico,apostolico,231,231,Oui,1,1,Oui
semtags_2combiné_T2 clj. San Pedro_clean.xml,p671,OK,https://api.nakala.fr/embed/10.34847/nkl.fdcfcx7f/74f8e26c4bc63846151efcc0b31e7d2ca08bf333,https://api.nakala.fr/embed/10.34847/nkl.fdcfcx7f/74f8e26c4bc63846151efcc0b31e7d2ca08bf333,https://api.nakala.fr/embed/10.34847/nkl.fdcfcx7f/74f8e26c4bc63846151efcc0b31e7d2ca08bf333,https://api.nakala.fr/embed/10.34847/nkl.fdcfcx7f/74f8e26c4bc63846151efcc0b31e7d2ca08bf333,1,1,Oui,3,3,Oui
semtags_2combiné_T2 clj. San Pedro_clean.xml,p245,OK,Las,Las,real.,real.,57,57,Oui,5,5,Oui
semtags_2combiné_T2 clj. San Pedro_clean.xml,p806,OK,CH_BO_11.,CH_BO_11.,r°..,r°..,97,97,Oui,27,27,Oui
semtags_2combiné_T2 clj. San Pedro_clean.xml,p283,OK,https://api.nakala.fr/embed/10.34847/nkl.a3d8c944/789a11f81c4c06cc05fc1942acfc5412b57a8545,https://api.nakala.fr/embed/10.34847/nkl.a3d8c944/789a11f81c4c06cc05fc1942acfc5412b57a8545,https://api.nakala.fr/embed/10.34847/nkl.a3d8c944/789a11f81c4c06cc05fc1942acfc5412b57a8545,https://api.nakala.fr/embed/10.34847/nkl.a3d8c944/789a11f81c4c06cc05fc1942acfc5412b57a8545,1,1,Oui,3,3,Oui
semtags_2combiné_T2 clj. San Pedro_clean.xml,p408,OK,CH_BO_05.,CH_BO_05.,1/01/1431.,1/01/1431.,30,30,Oui,8,8,Oui
semtags_2combiné_T2 clj. San Pedro_clean.xml,p510,OK,CH_BO_06-8-,CH_BO_06-8-,CH_BO_06-8-,CH_BO_06-8-,1,1,Oui,1,1,Oui
semtags_2combiné_T2 clj. San Pedro_clean.xml,p97,OK,San,San,N°6.,N°6.,5,5,Oui,3,3,Oui
semtags_2combiné_T2 clj. San Pedro_clean.xml,p449,OK,OF,OF,356bis,356bis,2,2,Oui,1,1,Oui
semtags_2combiné_T2 clj. San Pedro_clean.xml,p415,OK,CH_BO_05.,CH_BO_05.,v°..,v°..,62,62,Oui,15,15,Oui
semtags_2combiné_T2 clj. San Pedro_clean.xml,p495,OK,CH_BO_06-3-,CH_BO_06-3-,CH_BO_06-3-,CH_BO_06-3-,1,1,Oui,1,1,Oui
semtags_2combiné_T2 clj. San Pedro_clean.xml,p128,OK,[côté,[côté,iglesia.,iglesia.,39,39,Oui,1,1,Oui
semtags_2combiné_T2 clj. San Pedro_clean.xml,p170,OK,CH_BO_02a-3-,CH_BO_02a-3-,CH_BO_02a-3-,CH_BO_02a-3-,1,1,Oui,1,1,Oui
semtags_2combiné_T2 clj. San Pedro_clean.xml,p113,OK,CH_BO_01b-2-,CH_BO_01b-2-,CH_BO_01b-2-,CH_BO_01b-2-,1,1,Oui,1,1,Oui
semtags_2combiné_T2 clj. San Pedro_clean.xml,p638,OK,CH_BO_09+,CH_BO_09+,v°..,v°..,60,60,Oui,16,16,Oui
semtags_2combiné_T2 clj. San Pedro_clean.xml,p109,OK,CH_BO_01b.,CH_BO_01b.,v°..,v°..,63,63,Oui,16,16,Oui
semtags_2combiné_T2 clj. San Pedro_clean.xml,p513,OK,CH_BO_06-9-,CH_BO_06-9-,CH_BO_06-9-,CH_BO_06-9-,1,1,Oui,1,1,Oui
semtags_2combiné_T2 clj. San Pedro_clean.xml,p451,OK,Fernando,Fernando,barvero,barvero,3,3,Oui,2,2,Oui
semtags_2combiné_T2 clj. San Pedro_clean.xml,p525,OK,CH_BO_06-17-,CH_BO_06-17-,CH_BO_06-17-,CH_BO_06-17-,1,1,Oui,1,1,Oui
semtags_2combiné_T2 clj. San Pedro_clean.xml,p211,OK,https://api.nakala.fr/embed/10.34847/nkl.d3f4hp3v/07852a64dcf1fd551c07e94cd346d7ae003e71bc,https://api.nakala.fr/embed/10.34847/nkl.d3f4hp3v/07852a64dcf1fd551c07e94cd346d7ae003e71bc,https://api.nakala.fr/embed/10.34847/nkl.d3f4hp3v/07852a64dcf1fd551c07e94cd346d7ae003e71bc,https://api.nakala.fr/embed/10.34847/nkl.d3f4hp3v/07852a64dcf1fd551c07e94cd346d7ae003e71bc,1,1,Oui,1,1,Oui
semtags_2combiné_T2 clj. San Pedro_clean.xml,p889,OK,CH_BO_13.,CH_BO_13.,v°..,v°..,53,53,Oui,13,13,Oui
semtags_2combiné_T2 clj. San Pedro_clean.xml,p68,OK,©,©,J.Passini,J.Passini,2,2,Oui,1,1,Oui
semtags_2combiné_T2 clj. San Pedro_clean.xml,p69,OK,CH_BO_01a-7-,CH_BO_01a-7-,CH_BO_01a-7-,CH_BO_01a-7-,1,1,Oui,1,1,Oui
semtags_2combiné_T2 clj. San Pedro_clean.xml,p647,OK,Callejón,Callejón,8,8,5,5,Oui,3,3,Oui
semtags_2combiné_T2 clj. San Pedro_clean.xml,p359,OK,©,©,J.Passini,J.Passini,2,2,Oui,1,1,Oui
semtags_2combiné_T2 clj. San Pedro_clean.xml,p836,OK,(En,(En,gines,gines,22,22,Oui,8,8,Oui
semtags_2combiné_T2 clj. San Pedro_clean.xml,p899,OK,CH_BO_13.,CH_BO_13.,sobre……..,sobre……..,56,56,Oui,15,15,Oui
semtags_2combiné_T2 clj. San Pedro_clean.xml,p184,OK,CH_BO_02b,CH_BO_02b,CH_BO_02b,CH_BO_02b,1,1,Oui,1,1,Oui
semtags_2combiné_T2 clj. San Pedro_clean.xml,p653,OK,CH_BO_10.,CH_BO_10.,Martínez.,Martínez.,103,103,Oui,28,28,Oui
semtags_2combiné_T2 clj. San Pedro_clean.xml,p397,OK,(En,(En,trugillo.,trugillo.,18,18,Oui,10,10,Oui
semtags_2combiné_T2 clj. San Pedro_clean.xml,p708,OK,©,©,Chauvigné,Chauvigné,6,6,Oui,2,2,Oui
semtags_2combiné_T2 clj. San Pedro_clean.xml,p777,OK,OF,OF,356,356,2,2,Oui,1,1,Oui
semtags_2combiné_T2 clj. San Pedro_clean.xml,p349,OK,https://api.nakala.fr/embed/10.34847/nkl.de90nzaf/e8043abe22e1e48ee02b74314b95518fe7cea2a5,https://api.nakala.fr/embed/10.34847/nkl.de90nzaf/e8043abe22e1e48ee02b74314b95518fe7cea2a5,https://api.nakala.fr/embed/10.34847/nkl.de90nzaf/e8043abe22e1e48ee02b74314b95518fe7cea2a5,https://api.nakala.fr/embed/10.34847/nkl.de90nzaf/e8043abe22e1e48ee02b74314b95518fe7cea2a5,1,1,Oui,4,4,Oui
semtags_2combiné_T2 clj. San Pedro_clean.xml,p827,OK,https://api.nakala.fr/embed/10.34847/nkl.b8af871v/e64bbb35c06ca4f336213899dc03e21492dd2cd8,https://api.nakala.fr/embed/10.34847/nkl.b8af871v/e64bbb35c06ca4f336213899dc03e21492dd2cd8,https://api.nakala.fr/embed/10.34847/nkl.b8af871v/e64bbb35c06ca4f336213899dc03e21492dd2cd8,https://api.nakala.fr/embed/10.34847/nkl.b8af871v/e64bbb35c06ca4f336213899dc03e21492dd2cd8,1,1,Oui,3,3,Oui
semtags_2combiné_T2 clj. San Pedro_clean.xml,p740,OK,CH_AO_10.,CH_AO_10.,43..,43..,141,141,Oui,38,38,Oui
semtags_2combiné_T2 clj. San Pedro_clean.xml,p822,OK,CH_BO_11.,CH_BO_11.,v°..,v°..,61,61,Oui,14,14,Oui
semtags_2combiné_T2 clj. San Pedro_clean.xml,p385,OK,https://api.nakala.fr/embed/10.34847/nkl.de90nzaf/be9cea9e09f48bc191141ff4ed3b1718a070f6e0,https://api.nakala.fr/embed/10.34847/nkl.de90nzaf/be9cea9e09f48bc191141ff4ed3b1718a070f6e0,https://api.nakala.fr/embed/10.34847/nkl.de90nzaf/be9cea9e09f48bc191141ff4ed3b1718a070f6e0,https://api.nakala.fr/embed/10.34847/nkl.de90nzaf/be9cea9e09f48bc191141ff4ed3b1718a070f6e0,1,1,Oui,3,3,Oui
semtags_2combiné_T2 clj. San Pedro_clean.xml,p129,OK,En,En,e,e,57,57,Oui,1,1,Oui
semtags_2combiné_T2 clj. San Pedro_clean.xml,p882,OK,CH_BO_13,CH_BO_13,CH_BO_13,CH_BO_13,1,1,Oui,1,1,Oui
semtags_2combiné_T2 clj. San Pedro_clean.xml,p341,OK,©,©,J.Passini,J.Passini,2,2,Oui,1,1,Oui
semtags_2combiné_T2 clj. San Pedro_clean.xml,p127,OK,OF,OF,356,356,2,2,Oui,2,2,Oui
semtags_2combiné_T2 clj. San Pedro_clean.xml,p365,OK,©,©,J.Passini,J.Passini,2,2,Oui,1,1,Oui
semtags_2combiné_T2 clj. San Pedro_clean.xml,p347,OK,©,©,J.Passini,J.Passini,2,2,Oui,1,1,Oui
semtags_2combiné_T2 clj. San Pedro_clean.xml,p383,OK,©,©,J.Passini,J.Passini,2,2,Oui,1,1,Oui
semtags_2combiné_T2 clj. San Pedro_clean.xml,p874,OK,CH_BO_12.,CH_BO_12.,1496.,1496.,86,86,Oui,22,22,Oui
semtags_2combiné_T2 clj. San Pedro_clean.xml,p729,OK,"CH_AO_10,","CH_AO_10,","CH_AO_10,","CH_AO_10,",1,1,Oui,1,1,Oui
semtags_2combiné_T2 clj. San Pedro_clean.xml,p692,OK,https://api.nakala.fr/embed/10.34847/nkl.fdcfcx7f/997055ec4345e4cba401d6aa671e64209565dcab,https://api.nakala.fr/embed/10.34847/nkl.fdcfcx7f/997055ec4345e4cba401d6aa671e64209565dcab,https://api.nakala.fr/embed/10.34847/nkl.fdcfcx7f/997055ec4345e4cba401d6aa671e64209565dcab,https://api.nakala.fr/embed/10.34847/nkl.fdcfcx7f/997055ec4345e4cba401d6aa671e64209565dcab,1,1,Oui,3,3,Oui
semtags_2combiné_T2 clj. San Pedro_clean.xml,p744,OK,CH_AO_10.,CH_AO_10.,r°..,r°..,117,117,Oui,29,29,Oui
semtags_2combiné_T2 clj. San Pedro_clean.xml,p765,OK,CH_BO_02b-1-,CH_BO_02b-1-,CH_BO_02b-1-,CH_BO_02b-1-,1,1,Oui,1,1,Oui
semtags_2combiné_T2 clj. San Pedro_clean.xml,p477,OK,CH_BO_06.,CH_BO_06.,r°.,r°.,46,46,Oui,16,16,Oui
semtags_2combiné_T2 clj. San Pedro_clean.xml,p182,OK,Beatris,Beatris,Ferrera,Ferrera,7,7,Oui,3,3,Oui
semtags_2combiné_T2 clj. San Pedro_clean.xml,p542,OK,CH_BO_07,CH_BO_07,CH_BO_07,CH_BO_07,1,1,Oui,1,1,Oui
semtags_2combiné_T2 clj. San Pedro_clean.xml,p487,OK,CH_BO_06a+b.,CH_BO_06a+b.,v°.,v°.,31,31,Oui,11,11,Oui
semtags_2combiné_T2 clj. San Pedro_clean.xml,p402,OK,En,En,apostolico.,apostolico.,401,401,Oui,1,1,Oui
semtags_2combiné_T2 clj. San Pedro_clean.xml,p325,OK,CH_BO_04+,CH_BO_04+,v°.,v°.,50,50,Oui,13,13,Oui
semtags_2combiné_T2 clj. San Pedro_clean.xml,p774,OK,(firmado),(firmado),notario.,notario.,6,6,Oui,1,1,Oui
semtags_2combiné_T2 clj. San Pedro_clean.xml,p589,OK,CH_BO_08.,CH_BO_08.,v°..,v°..,40,40,Oui,11,11,Oui
semtags_2combiné_T2 clj. San Pedro_clean.xml,p166,OK,©,©,J.Passini,J.Passini,2,2,Oui,1,1,Oui
semtags_2combiné_T2 clj. San Pedro_clean.xml,p802,OK,CH_BO_011.,CH_BO_011.,r°..,r°..,82,82,Oui,23,23,Oui
semtags_2combiné_T2 clj. San Pedro_clean.xml,p8,OK,CH_BO_00,CH_BO_00,CH_BO_00,CH_BO_00,1,1,Oui,1,1,Oui
semtags_2combiné_T2 clj. San Pedro_clean.xml,p239,OK,Las,Las,maravedis.,maravedis.,35,35,Oui,1,1,Oui
semtags_2combiné_T2 clj. San Pedro_clean.xml,p302,OK,Callejón,Callejón,11,11,5,5,Oui,4,4,Oui
semtags_2combiné_T2 clj. San Pedro_clean.xml,p426,OK,https://api.nakala.fr/embed/10.34847/nkl.baa9h05c/624016f92dceb38f5bd8a0b1ea3534f5c2595cc5,https://api.nakala.fr/embed/10.34847/nkl.baa9h05c/624016f92dceb38f5bd8a0b1ea3534f5c2595cc5,https://api.nakala.fr/embed/10.34847/nkl.baa9h05c/624016f92dceb38f5bd8a0b1ea3534f5c2595cc5,https://api.nakala.fr/embed/10.34847/nkl.baa9h05c/624016f92dceb38f5bd8a0b1ea3534f5c2595cc5,1,1,Oui,3,3,Oui
semtags_2combiné_T2 clj. San Pedro_clean.xml,p749,OK,CH_AO_10.,CH_AO_10.,Canonigos..,Canonigos..,91,91,Oui,29,29,Oui
semtags_2combiné_T2 clj. San Pedro_clean.xml,p496,OK,https://api.nakala.fr/embed/10.34847/nkl.fafcn59z/318fb6d9393511ecdf6f93629de3c015ae54f816,https://api.nakala.fr/embed/10.34847/nkl.fafcn59z/318fb6d9393511ecdf6f93629de3c015ae54f816,https://api.nakala.fr/embed/10.34847/nkl.fafcn59z/318fb6d9393511ecdf6f93629de3c015ae54f816,https://api.nakala.fr/embed/10.34847/nkl.fafcn59z/318fb6d9393511ecdf6f93629de3c015ae54f816,1,1,Oui,3,3,Oui
semtags_2combiné_T2 clj. San Pedro_clean.xml,p380,OK,©,©,J.Passini,J.Passini,2,2,Oui,1,1,Oui
semtags_2combiné_T2 clj. San Pedro_clean.xml,p280,OK,https://api.nakala.fr/embed/10.34847/nkl.a3d8c944/0c35ac6d0dad8486b646871fbf9639f1d0a31b0e,https://api.nakala.fr/embed/10.34847/nkl.a3d8c944/0c35ac6d0dad8486b646871fbf9639f1d0a31b0e,https://api.nakala.fr/embed/10.34847/nkl.a3d8c944/0c35ac6d0dad8486b646871fbf9639f1d0a31b0e,https://api.nakala.fr/embed/10.34847/nkl.a3d8c944/0c35ac6d0dad8486b646871fbf9639f1d0a31b0e,1,1,Oui,3,3,Oui
semtags_2combiné_T2 clj. San Pedro_clean.xml,p236,OK,https://api.nakala.fr/embed/10.34847/nkl.eddfo1wb/2a0bcd2d9190f600d7bdf1a07598f2b0e6feacca,https://api.nakala.fr/embed/10.34847/nkl.eddfo1wb/2a0bcd2d9190f600d7bdf1a07598f2b0e6feacca,https://api.nakala.fr/embed/10.34847/nkl.eddfo1wb/2a0bcd2d9190f600d7bdf1a07598f2b0e6feacca,https://api.nakala.fr/embed/10.34847/nkl.eddfo1wb/2a0bcd2d9190f600d7bdf1a07598f2b0e6feacca,1,1,Oui,3,3,Oui
semtags_2combiné_T2 clj. San Pedro_clean.xml,p405,OK,CH_BO_05,CH_BO_05,v°..,v°..,109,109,Oui,32,32,Oui
semtags_2combiné_T2 clj. San Pedro_clean.xml,p676,OK,CH_BO_09-10-7-,CH_BO_09-10-7-,CH_BO_09-10-7-,CH_BO_09-10-7-,1,1,Oui,1,1,Oui
semtags_2combiné_T2 clj. San Pedro_clean.xml,p640,OK,CH_BO_09+,CH_BO_09+,v°..,v°..,49,49,Oui,16,16,Oui
semtags_2combiné_T2 clj. San Pedro_clean.xml,p115,OK,©,©,J.Passini,J.Passini,2,2,Oui,1,1,Oui
semtags_2combiné_T2 clj. San Pedro_clean.xml,p173,OK,OF,OF,356bis,356bis,2,2,Oui,1,1,Oui
semtags_2combiné_T2 clj. San Pedro_clean.xml,p491,OK,©,©,J.Passini,J.Passini,2,2,Oui,1,1,Oui
semtags_2combiné_T2 clj. San Pedro_clean.xml,p731,OK,CH_AO_10.,CH_AO_10.,documentation.,documentation.,80,80,Oui,11,11,Oui
semtags_2combiné_T2 clj. San Pedro_clean.xml,p575,OK,OF,OF,356,356,2,2,Oui,1,1,Oui
semtags_2combiné_T2 clj. San Pedro_clean.xml,p202,OK,https://api.nakala.fr/embed/10.34847/nkl.d3f4hp3v/8eee2ae19a8d786b927844994ddfc30311a38fb4,https://api.nakala.fr/embed/10.34847/nkl.d3f4hp3v/8eee2ae19a8d786b927844994ddfc30311a38fb4,https://api.nakala.fr/embed/10.34847/nkl.d3f4hp3v/8eee2ae19a8d786b927844994ddfc30311a38fb4,https://api.nakala.fr/embed/10.34847/nkl.d3f4hp3v/8eee2ae19a8d786b927844994ddfc30311a38fb4,1,1,Oui,3,3,Oui
semtags_2combiné_T2 clj. San Pedro_clean.xml,p481,OK,CH_BO_06a.,CH_BO_06a.,v°..,v°..,119,119,Oui,36,36,Oui
semtags_2combiné_T2 clj. San Pedro_clean.xml,p771,OK,OF,OF,356bis,356bis,2,2,Oui,1,1,Oui
semtags_2combiné_T2 clj. San Pedro_clean.xml,p403,OK,CH_BO_05,CH_BO_05,CH_BO_05,CH_BO_05,1,1,Oui,1,1,Oui
semtags_2combiné_T2 clj. San Pedro_clean.xml,p250,OK,Callejón,Callejón,7,7,7,7,Oui,3,3,Oui
semtags_2combiné_T2 clj. San Pedro_clean.xml,p19,OK,CH_BO_01,CH_BO_01,CH_BO_01,CH_BO_01,1,1,Oui,1,1,Oui
semtags_2combiné_T2 clj. San Pedro_clean.xml,p687,OK,©,©,J.Passini,J.Passini,2,2,Oui,1,1,Oui
semtags_2combiné_T2 clj. San Pedro_clean.xml,p177,OK,Testigos,Testigos,capellan.,capellan.,8,8,Oui,2,2,Oui
semtags_2combiné_T2 clj. San Pedro_clean.xml,p363,OK,CH_BO_04-9-,CH_BO_04-9-,CH_BO_04-9-,CH_BO_04-9-,1,1,Oui,1,1,Oui
semtags_2combiné_T2 clj. San Pedro_clean.xml,p257,OK,CH_BO_03+,CH_BO_03+,v°.,v°.,44,44,Oui,11,11,Oui
semtags_2combiné_T2 clj. San Pedro_clean.xml,p602,OK,https://api.nakala.fr/embed/10.34847/nkl.f0dcqd75/9d72b4bb4dc0b71fd48b4a004fed5f8f01c094ed,https://api.nakala.fr/embed/10.34847/nkl.f0dcqd75/9d72b4bb4dc0b71fd48b4a004fed5f8f01c094ed,https://api.nakala.fr/embed/10.34847/nkl.f0dcqd75/9d72b4bb4dc0b71fd48b4a004fed5f8f01c094ed,https://api.nakala.fr/embed/10.34847/nkl.f0dcqd75/9d72b4bb4dc0b71fd48b4a004fed5f8f01c094ed,1,1,Oui,3,3,Oui
semtags_2combiné_T2 clj. San Pedro_clean.xml,p331,OK,CH_BO_04.,CH_BO_04.,r°..,r°..,66,66,Oui,18,18,Oui
semtags_2combiné_T2 clj. San Pedro_clean.xml,p614,OK,Las,Las,iglesia.,iglesia.,39,39,Oui,5,5,Oui
semtags_2combiné_T2 clj. San Pedro_clean.xml,p623,OK,CH_BO_09.,CH_BO_09.,v°..,v°..,47,47,Oui,11,11,Oui
semtags_2combiné_T2 clj. San Pedro_clean.xml,p90,OK,CH_BO_01a-15-,CH_BO_01a-15-,CH_BO_01a-15-,CH_BO_01a-15-,1,1,Oui,1,1,Oui
semtags_2combiné_T2 clj. San Pedro_clean.xml,p698,OK,https://api.nakala.fr/embed/10.34847/nkl.fdcfcx7f/63ab4e2334250fc82838d9d72d4ecb56369499f2,https://api.nakala.fr/embed/10.34847/nkl.fdcfcx7f/63ab4e2334250fc82838d9d72d4ecb56369499f2,https://api.nakala.fr/embed/10.34847/nkl.fdcfcx7f/63ab4e2334250fc82838d9d72d4ecb56369499f2,https://api.nakala.fr/embed/10.34847/nkl.fdcfcx7f/63ab4e2334250fc82838d9d72d4ecb56369499f2,1,1,Oui,3,3,Oui
semtags_2combiné_T2 clj. San Pedro_clean.xml,p147,OK,CH_BO_02.,CH_BO_02.,r°..,r°..,66,66,Oui,19,19,Oui
semtags_2combiné_T2 clj. San Pedro_clean.xml,p149,OK,CH_BO_02.,CH_BO_02.,v°.,v°.,65,65,Oui,14,14,Oui
semtags_2combiné_T2 clj. San Pedro_clean.xml,p654,OK,CH_BO_10.,CH_BO_10.,v°..,v°..,57,57,Oui,16,16,Oui
semtags_2combiné_T2 clj. San Pedro_clean.xml,p558,OK,CH_BO_07.,CH_BO_07.,.,.,46,46,Oui,15,15,Oui
semtags_2combiné_T2 clj. San Pedro_clean.xml,p134,OK,OF,OF,356,356,2,2,Oui,1,1,Oui
semtags_2combiné_T2 clj. San Pedro_clean.xml,p52,OK,CH_BO_01.,CH_BO_01.,v°..,v°..,51,51,Oui,17,17,Oui
semtags_2combiné_T2 clj. San Pedro_clean.xml,p216,OK,Las,Las,38.,38.,30,30,Oui,1,1,Oui
semtags_2combiné_T2 clj. San Pedro_clean.xml,p392,OK,©,©,J.Passini,J.Passini,2,2,Oui,1,1,Oui
semtags_2combiné_T2 clj. San Pedro_clean.xml,p730,OK,Calle,Calle,16,16,5,5,Oui,3,3,Oui
semtags_2combiné_T2 clj. San Pedro_clean.xml,p820,OK,CH_BO_11.,CH_BO_11.,v°..,v°..,54,54,Oui,13,13,Oui
semtags_2combiné_T2 clj. San Pedro_clean.xml,p311,OK,CH_BO_04+,CH_BO_04+,v°..,v°..,83,83,Oui,21,21,Oui
semtags_2combiné_T2 clj. San Pedro_clean.xml,p493,OK,https://api.nakala.fr/embed/10.34847/nkl.fafcn59z/d8a3f0595f85a2b1f7706e92d4856922619f1338,https://api.nakala.fr/embed/10.34847/nkl.fafcn59z/d8a3f0595f85a2b1f7706e92d4856922619f1338,https://api.nakala.fr/embed/10.34847/nkl.fafcn59z/d8a3f0595f85a2b1f7706e92d4856922619f1338,https://api.nakala.fr/embed/10.34847/nkl.fafcn59z/d8a3f0595f85a2b1f7706e92d4856922619f1338,1,1,Oui,3,3,Oui
semtags_2combiné_T2 clj. San Pedro_clean.xml,p585,OK,CH_BO_08.,CH_BO_08.,Vacabachiller..,Vacabachiller..,40,40,Oui,11,11,Oui
semtags_2combiné_T2 clj. San Pedro_clean.xml,p12,OK,CH_BO_00.,CH_BO_00.,r°..,r°..,97,97,Oui,27,27,Oui
semtags_2combiné_T2 clj. San Pedro_clean.xml,p448,OK,(En,(En,valençiano,valençiano,9,9,Oui,5,5,Oui
semtags_2combiné_T2 clj. San Pedro_clean.xml,p377,OK,©,©,J.Passini,J.Passini,2,2,Oui,1,1,Oui
semtags_2combiné_T2 clj. San Pedro_clean.xml,p499,OK,https://api.nakala.fr/embed/10.34847/nkl.fafcn59z/38e11538f501a37155f9b10924f8c10ae39450f8,https://api.nakala.fr/embed/10.34847/nkl.fafcn59z/38e11538f501a37155f9b10924f8c10ae39450f8,https://api.nakala.fr/embed/10.34847/nkl.fafcn59z/38e11538f501a37155f9b10924f8c10ae39450f8,https://api.nakala.fr/embed/10.34847/nkl.fafcn59z/38e11538f501a37155f9b10924f8c10ae39450f8,1,1,Oui,3,3,Oui
semtags_2combiné_T2 clj. San Pedro_clean.xml,p6,OK,Le,Le,GómezGudiel.,GómezGudiel.,53,53,Oui,19,19,Oui
semtags_2combiné_T2 clj. San Pedro_clean.xml,p233,OK,https://api.nakala.fr/embed/10.34847/nkl.eddfo1wb/db6a2c1afc0d035adb3497a7fb9c38de00556adb,https://api.nakala.fr/embed/10.34847/nkl.eddfo1wb/db6a2c1afc0d035adb3497a7fb9c38de00556adb,https://api.nakala.fr/embed/10.34847/nkl.eddfo1wb/db6a2c1afc0d035adb3497a7fb9c38de00556adb,https://api.nakala.fr/embed/10.34847/nkl.eddfo1wb/db6a2c1afc0d035adb3497a7fb9c38de00556adb,1,1,Oui,3,3,Oui
semtags_2combiné_T2 clj. San Pedro_clean.xml,p121,OK,©,©,J.Passini,J.Passini,2,2,Oui,1,1,Oui
semtags_2combiné_T2 clj. San Pedro_clean.xml,p4,OK,Le,Le,E.7.K.1.1a..,E.7.K.1.1a..,75,75,Oui,16,16,Oui
semtags_2combiné_T2 clj. San Pedro_clean.xml,p382,OK,https://api.nakala.fr/embed/10.34847/nkl.de90nzaf/4eda2f8dce8e3e3270c231b16e3a5d067bd29d72,https://api.nakala.fr/embed/10.34847/nkl.de90nzaf/4eda2f8dce8e3e3270c231b16e3a5d067bd29d72,https://api.nakala.fr/embed/10.34847/nkl.de90nzaf/4eda2f8dce8e3e3270c231b16e3a5d067bd29d72,https://api.nakala.fr/embed/10.34847/nkl.de90nzaf/4eda2f8dce8e3e3270c231b16e3a5d067bd29d72,1,1,Oui,3,3,Oui
semtags_2combiné_T2 clj. San Pedro_clean.xml,p570,OK,OF,OF,356bis,356bis,2,2,Oui,1,1,Oui
semtags_2combiné_T2 clj. San Pedro_clean.xml,p188,OK,CH_BO_02b.,CH_BO_02b.,Alvares.,Alvares.,49,49,Oui,13,13,Oui
semtags_2combiné_T2 clj. San Pedro_clean.xml,p93,OK,CH_BO_01a-16-,CH_BO_01a-16-,CH_BO_01a-16-,CH_BO_01a-16-,1,1,Oui,1,1,Oui
